"Coin","CurrentPrice","Time","DailyGain","DailyRating","DailyPosition","DailyVolume","60.0.Gain","60.0.Rating","60.0.Position","60.0.Volume","60.1.Gain","60.1.Rating","60.1.Position","60.1.Volume","60.Trajectory","60.VolumeIncrease","60.VolumePercent","3600.0.Gain","3600.0.Rating","3600.0.Position","3600.0.Volume","3600.1.Gain","3600.1.Rating","3600.1.Position","3600.1.Volume","3600.Trajectory","3600.VolumeIncrease","3600.VolumePercent","0.HourTrajectory","1.HourTrajectory","86400.0.Gain","86400.0.Rating","86400.0.Position","86400.0.Volume","86400.1.Gain","86400.1.Rating","86400.1.Position","86400.1.Volume","86400.Trajectory","86400.VolumeIncrease","86400.VolumePercent","0.DayTrajectory","1.DayTrajectory"
"ICP-USD","112.116","6/3/2021 7:02:06 AM","1.0619","1.7450","Middle","434373.0585","0.9996","0","Bottom","30.157","0.9988","0.0089","Middle","205.5868","0.0008","0.1467","0.0001","1.0078","0.6325","Middle","20545.688","0.9721","0.1455","Middle","18940.2695","0.0357","1.0848","0.0473","0.0357","-0.0267","1.0396","1.7407","Middle","183122.8219","1.0029","0.6905","Middle","481204.9182","0.0367","0.3806","0.4216","-0.0275","-0.0041"
"ZRX-USD","1.185934","6/3/2021 7:02:12 AM","1.0484","1.9152","Middle","14451657.95692","0.9996","0.0265","Middle","7044.14409","1.0008","0.0240","Middle","2680.03521","-0.0012","2.6284","0.0005","1.0005","0.0265","Middle","9724.1793","1.0154","0.7085","Middle","267043.77763","-0.0149","0.0364","0.0007","-0.0149","0.0146","1.0330","1.9141","Middle","4586735.0964","1.1182","1.5183","Middle","24731721.99852","-0.0852","0.1855","0.3174","0.0158","-0.1174"
"RLC-USD","5.408","6/3/2021 7:02:14 AM","1.0078","0.9703","Middle","1937410.58","0.9989","0","Bottom","427.55","0.9987","0.0049","Middle","453.98","0.0002","0.9418","0.0002","1.0002","0.0015","Top","554.26","1.0090","0.6","Middle","83479.64","-0.0088","0.0066","0.0003","-0.0088","0.0103","1.0283","0.9257","Middle","974986.02","0.9869","0.6905","Middle","3086320.5","0.0414","0.3159","0.5032","0.0101","0.0118"
"TRB-USD","73.281","6/3/2021 7:02:21 AM","1.1538","4.4557","Middle","133011.527","0.9954","0","Bottom","27.953","1.0002","0.0004","Top","26.293","-0.0048","1.0631","0.0002","0.9933","0","Bottom","96.936","1.0358","1.3957","Middle","4913.498","-0.0425","0.0197","0.0007","-0.0425","0.0356","1.1324","3.7430","Middle","70730.178","1.0830","0.5542","Middle","102439.405","0.0494","0.6905","0.5318","0.0404","-0.0828"
"MATIC-USD","1.8346","6/3/2021 7:02:25 AM","1.0158","1.3303","Middle","75855896.8","1.0002","0.0073","Middle","38615.1","1.0003","0.0181","Middle","27926.6","-0.0001","1.3827","0.0005","1.0008","0.0009","Top","17980.8","1.0098","0.4467","Middle","2385707.9","-0.0090","0.0075","0.0002","-0.0090","0.0095","1.0199","1.3473","Middle","33120777.1","0.9859","0.5556","Middle","87008594.1","0.0340","0.3807","0.4366","0.0096","0.0144"
"AAVE-USD","403.234","6/3/2021 7:02:28 AM","1.0242","4.6476","Middle","59140.65","1.0020","0.0020","Top","129.164","0.9996","0.0142","Middle","5.842","0.0024","22.1096","0.0022","1.0045","0.0045","Top","192.467","1.0043","0.8956","Middle","2353.356","0.0002","0.0818","0.0033","0.0002","0.0047","1.0528","5.0618","Middle","30732.421","1.0275","0.8761","Middle","74485.106","0.0253","0.4126","0.5196","0.0023","-0.0279"
"ENJ-USD","1.631","6/3/2021 7:02:35 AM","1.0264","1.4688","Middle","3623655.56","1.0012","0.0012","Top","81.49","1.0006","0.0006","Top","1386.55","0.0006","0.0588","0.0000","1.0068","0.3971","Middle","108169.07","0.9776","0.1625","Middle","196049.32","0.0292","0.5517","0.0299","0.0292","-0.0230","1.0349","1.3939","Middle","2155403.96","1.0064","0.4609","Middle","2949128.11","0.0285","0.7309","0.5948","-0.0236","-0.0058"
"MIR-USD","4.876","6/3/2021 7:02:40 AM","1.0035","0.9381","Middle","663397.77","1.0016","0.0016","Top","91.5","1.0008","0.0008","Top","93.9","0.0008","0.9744","0.0001","0.9967","0.1908","Middle","40228.81","0.9992","0.3130","Middle","34875.41","-0.0025","1.1535","0.0606","-0.0025","-0.0016","0.9955","0.9381","Middle","311918.28","1.0232","1.8315","Middle","478589.78","-0.0277","0.6517","0.4702","-0.0024","-0.0224"
"FIL-USD","77.2497","6/3/2021 7:02:42 AM","1.0909","5.2638","Middle","302082.811","1.0012","0.0027","Top","419.286","1.0056","0.2606","Middle","850.205","-0.0044","0.4932","0.0014","1.0066","0.3221","Middle","3973.899","1.0128","1.0054","Middle","31510.287","-0.0062","0.1261","0.0132","-0.0062","0.0072","1.1019","4.9115","Middle","216343.922","1.0131","0.2202","Middle","218247.689","0.0888","0.9913","0.7162","0.0116","-0.0075"
"OMG-USD","6.8004","6/3/2021 7:02:46 AM","1.0314","1.5290","Middle","1108135.7","0.9969","0","Bottom","906.5","1.0019","0.0460","Middle","470.7","-0.0050","1.9259","0.0008","0.9990","0","Bottom","1503","1.0011","0.4264","Middle","51908.1","-0.0021","0.0290","0.0014","-0.0021","-0.0008","1.0510","1.4117","Middle","684853.2","1.0201","0.5129","Middle","1107926.3","0.0309","0.6181","0.6180","0.0042","-0.0182"
"OGN-USD","1.078","6/3/2021 7:02:49 AM","1.0103","1.1905","Middle","5952101.75","1.0009","0.0009","Top","290.34","1.0019","0.0028","Top","1452.19","-0.0010","0.1999","0.0000","1.0019","0.0019","Top","1089.01","1.0141","0.5952","Middle","154174.61","-0.0122","0.0071","0.0002","-0.0122","0.0122","1.0403","1.4865","Middle","3057505.55","0.9867","0.2949","Middle","6261810.07","0.0536","0.4883","0.5137","0.0132","0.0152"
"YFI-USD","46568.02","6/3/2021 7:02:52 AM","1.0234","3.2913","Middle","370.885642","0.9995","0.0112","Middle","0.071654","1.0006","0.0012","Top","0.03983","-0.0011","1.7990","0.0002","1.0085","0.6983","Middle","2.50989","1.0058","0.9491","Middle","17.913514","0.0027","0.1401","0.0068","0.0027","0.0052","1.0230","1.7275","Middle","203.262909","1.0013","0.7075","Middle","377.877552","0.0217","0.5379","0.5480","0.0063","-0.0007"
"NKN-USD","0.3994","6/3/2021 7:02:54 AM","1.0142","1.4815","Middle","14458481.8","0.9977","0","Bottom","10010.7","1","0.0008","Top","2566.7","-0.0023","3.9002","0.0007","1.0038","0.3232","Middle","608334.2","0.9716","0.0318","Middle","647255.5","0.0322","0.9399","0.0421","0.0322","-0.0284","1.0605","1.4815","Middle","8740266.5","1.0027","0.3452","Middle","16644292.8","0.0578","0.5251","0.6045","-0.0261","-0.0027"
"BTC-USD","39163.82","6/3/2021 7:03:02 AM","1.0434","6.0704","Middle","14972.81967403","1.0004","0.0004","Top","0.22384344","1.0005","0.0578","Middle","9.03461663","-0.0001","0.0248","0.0000","1.0069","1.1013","Middle","979.61866978","0.9876","0.0965","Middle","950.21767938","0.0193","1.0309","0.0654","0.0193","-0.0129","1.0406","5.0472","Middle","7306.10377444","1.0243","0.8671","Middle","13952.35891376","0.0163","0.5236","0.4880","-0.0128","-0.0238"
"ZEC-USD","171.34","6/3/2021 7:03:04 AM","1.0717","3.5152","Middle","42678.07873055","1.0004","0.0004","Top","1.1346","0.9984","0","Bottom","0.23603","0.0020","4.8070","0.0000","1.0020","0.0955","Middle","124.99035938","1.0039","0.6295","Middle","1759.21281259","-0.0019","0.0710","0.0029","-0.0019","0.0055","1.0443","3.1629","Middle","21753.2405746","1.0647","1.4238","Middle","33949.64325847","-0.0204","0.6408","0.5097","0.0035","-0.0663"
"ETC-USD","70.234","6/3/2021 7:03:07 AM","1.0179","1.2821","Middle","350439.934411","0.9987","0.0053","Middle","38.54670658","1.0025","0.0969","Middle","288.65338797","-0.0038","0.1335","0.0001","0.9994","0","Bottom","78.14353532","1.0062","0.4628","Middle","24875.69624603","-0.0068","0.0031","0.0002","-0.0068","0.0037","1.0296","1.3262","Middle","193233.81042343","1.0087","0.5831","Middle","322159.1303649","0.0209","0.5998","0.5514","0.0075","-0.0062"
"LTC-USD","194.05","6/3/2021 7:03:10 AM","1.0442","3.3204","Middle","284257.4184657","1.0013","0.0683","Middle","63.31221094","1.0003","0.0126","Middle","372.96282953","0.0010","0.1698","0.0002","1.0080","0.8987","Middle","12198.09103621","0.9817","0.0921","Middle","13010.59520197","0.0263","0.9376","0.0429","0.0263","-0.0186","1.0365","3.2849","Middle","161701.42547238","1.0233","0.8558","Middle","281546.76040403","0.0132","0.5743","0.5689","-0.0196","-0.0230"
"XTZ-USD","3.9208","6/3/2021 7:03:12 AM","1.0248","2.9539","Middle","2568036.04","0.9986","0.0213","Middle","366.11","0.9987","0.0196","Middle","2323.47","-0.0001","0.1576","0.0001","1.0082","1.1431","Middle","161272.78","0.9837","0.2735","Middle","125677.69","0.0245","1.2832","0.0628","0.0245","-0.0150","1.0294","3.0940","Middle","1433138.67","1.0385","1.3394","Middle","3094038.64","-0.0091","0.4632","0.5581","-0.0149","-0.0398"
"BNT-USD","4.8994","6/3/2021 7:03:17 AM","1.0326","3.3492","Middle","317442.809274","0.9996","0","Bottom","1146.266429","1.0000","0.0278","Middle","295.329182","-0.0004","3.8813","0.0036","1.0000","0.0278","Middle","156.531834","1.0108","0.0206","Top","20206.164934","-0.0108","0.0077","0.0005","-0.0108","0.0108","1.0423","3.3492","Middle","147623.1369","1.0124","0.6601","Middle","334676.793068","0.0299","0.4411","0.4650","0.0112","-0.0124"
"ETH-USD","2837.8","6/3/2021 7:03:21 AM","1.0383","3.3483","Middle","264525.75980748","1.0006","0.0280","Middle","76.13018178","0.9997","0","Bottom","83.06062146","0.0009","0.9166","0.0003","1.0073","0.9332","Middle","19839.94444491","0.9764","0.0854","Middle","18020.35264719","0.0309","1.1010","0.0750","0.0309","-0.0233","1.0484","3.3483","Middle","138906.04351618","1.0274","0.8418","Middle","268753.93459884","0.0210","0.5169","0.5251","-0.0242","-0.0277"
"NMR-USD","51.1962","6/3/2021 7:03:25 AM","1.0328","0.9652","Middle","177818.542","0.9993","0","Bottom","1.449","0.9991","0.0119","Middle","36.91","0.0002","0.0393","0.0000","1.0013","0.0019","Top","8.018","1.0164","0.5028","Middle","2917.281","-0.0151","0.0027","0.0000","-0.0151","0.0173","1.0395","0.8164","Middle","143089.099","1.0015","0.1785","Middle","74857.602","0.0380","1.9115","0.8047","0.0171","-0.0024"
"MKR-USD","3675.0677","6/3/2021 7:03:27 AM","1.0088","2.8451","Middle","3550.573269","1.0000","0.0003","Top","1.301","1.0012","0.1247","Middle","1.257473","-0.0012","1.0346","0.0004","1.0124","1.3671","Middle","162.364655","0.9780","0.1304","Middle","96.081897","0.0344","1.6899","0.0457","0.0344","-0.0232","1.0327","2.9422","Middle","2025.812409","0.9898","0.3382","Middle","3256.310564","0.0429","0.6221","0.5706","-0.0220","0.0114"
"CGLD-USD","3.5174","6/3/2021 7:03:31 AM","1.0070","0.4015","Middle","1438700.59","1.0000","0","Bottom","17.77","1.0022","0.0024","Top","97.9","-0.0022","0.1815","0.0000","1.0005","0.1618","Middle","28763.47","0.9875","0.0804","Middle","34077.41","0.0130","0.8441","0.0200","0.0130","-0.0147","1.0113","0.3182","Middle","458578.78","1.0230","0.8460","Middle","1562128.81","-0.0117","0.2936","0.3187","-0.0125","-0.0208"
"BCH-USD","728.38","6/3/2021 7:03:44 AM","1.0389","5.5763","Middle","38980.74898147","0.9998","0.0709","Middle","13.02447554","1.0013","0.0018","Top","27.01053616","-0.0015","0.4822","0.0003","1.0102","1.3066","Middle","1981.92762673","0.9878","0.1194","Middle","2687.2275955","0.0224","0.7375","0.0508","0.0224","-0.0135","1.0411","4.2423","Middle","21938.18213816","1.0094","0.6051","Middle","41651.99231221","0.0317","0.5267","0.5628","-0.0120","-0.0081"
"BAND-USD","9.0423","6/3/2021 7:03:47 AM","1.0153","1.4648","Middle","797910.1","1","0","Bottom","22.2","0.9995","0.0286","Middle","342.88","0.0005","0.0647","0.0000","1.0014","0.0319","Middle","861.48","0.9974","0.3629","Middle","36234.98","0.0040","0.0238","0.0011","0.0040","-0.0021","1.0565","1.5143","Middle","448190.33","1.0017","0.4795","Middle","715793.63","0.0548","0.6261","0.5617","-0.0026","-0.0022"
"COMP-USD","442.47","6/3/2021 7:30:43 AM","0.9900","0.9807","Middle","14329.587","1.0014","0.0446","Middle","4.182","0.9990","0.0187","Middle","3.545","0.0024","1.1797","0.0003","1.0063","0.1632","Middle","271.823","1.0041","0.2952","Middle","649.968","0.0022","0.4182","0.0190","0.0022","0.0051","1.0187","0.9935","Middle","7594.177","1.0164","0.8619","Middle","15888.868","0.0023","0.4780","0.5300","0.0027","-0.0174"
"UNI-USD","28.5749","6/3/2021 7:30:45 AM","1.0310","2.0640","Middle","821642.873044","1.0022","0.0781","Middle","368.710507","0.9982","0","Bottom","754.520669","0.0040","0.4887","0.0004","0.9909","0.1744","Middle","14896.522645","1.0204","1.4961","Middle","56743.928643","-0.0295","0.2625","0.0181","-0.0295","0.0222","1.0352","2.0814","Middle","512645.881879","1.0070","0.7145","Middle","781304.286441","0.0282","0.6561","0.6239","0.0182","-0.0088"
"SKL-USD","0.4214","6/3/2021 7:30:47 AM","0.9741","0.2926","Middle","31096746.3","1.0024","0.0024","Top","9219.6","0.9993","0","Bottom","1161.3","0.0031","7.9390","0.0003","0.9895","0.0660","Middle","522485.3","1.0124","0.2222","Middle","841709.9","-0.0229","0.6207","0.0168","-0.0229","0.0131","1.0012","0.2895","Middle","16456019.5","1.0067","0.3086","Middle","29213917.8","-0.0055","0.5633","0.5292","0.0100","-0.0074"
"FIL-USD","76.5366","6/3/2021 7:30:50 AM","1.0808","3.2286","Middle","321267.225","1.0015","0.0017","Top","118.633","0.9997","0.0190","Middle","14.718","0.0018","8.0604","0.0004","1.0001","0.3122","Middle","21926.617","1.0128","1.0054","Middle","31510.287","-0.0127","0.6959","0.0683","-0.0127","0.0131","1.0948","3.4918","Middle","234296.64","1.0131","0.2202","Middle","218247.689","0.0817","1.0735","0.7293","0.0113","-0.0134"
"ENJ-USD","1.616","6/3/2021 7:30:52 AM","1.0170","1","Middle","3688241.96","0.9981","0","Bottom","3127.09","1","0","Bottom","249.35","-0.0019","12.5410","0.0008","0.9926","0.075","Middle","69330.94","1.0068","0.3971","Middle","108230.53","-0.0142","0.6406","0.0188","-0.0142","0.0068","1.0260","0.975","Middle","2226166.66","1.0064","0.4609","Middle","2949128.11","0.0196","0.7549","0.6036","0.0087","-0.0064"
"BCH-USD","720.23","6/3/2021 7:30:54 AM","1.0273","2.1005","Middle","40119.1654831","0.9988","0","Bottom","24.30835527","0.9981","0.0027","Middle","21.72606324","0.0007","1.1189","0.0006","0.9933","0.2067","Middle","979.23429614","1.0112","0.0180","Top","1982.18823171","-0.0179","0.4940","0.0244","-0.0179","0.0131","1.0334","2.2950","Middle","23152.09773089","1.0094","0.6051","Middle","41651.99231221","0.0240","0.5558","0.5771","0.0124","-0.0113"
"ETH-USD","2815.3","6/3/2021 7:30:57 AM","1.0301","2.0386","Middle","270996.99052036","0.9988","0.0400","Middle","326.84384765","0.9998","0.0270","Middle","97.30040661","-0.0010","3.3591","0.0012","0.9958","0.2484","Middle","6433.56889301","1.0075","0.9550","Middle","20011.56428008","-0.0117","0.3215","0.0237","-0.0117","0.0077","1.0414","2.1992","Middle","145271.95127382","1.0274","0.8418","Middle","268753.93459884","0.0140","0.5405","0.5361","0.0087","-0.0276"
"BTC-USD","38910.02","6/3/2021 7:30:59 AM","1.0366","2.9754","Middle","15422.88120166","0.9997","0.0279","Middle","6.64904326","1.0014","0.0015","Top","13.04386568","-0.0017","0.5097","0.0004","0.9959","0.1815","Middle","440.19560478","1.0065","1.0328","Middle","985.23092582","-0.0106","0.4468","0.0285","-0.0106","0.0051","1.0357","3.0706","Middle","7773.99694684","1.0243","0.8671","Middle","13952.35891376","0.0114","0.5572","0.5041","0.0068","-0.0229"
"ZEC-USD","169.69","6/3/2021 7:31:01 AM","1.0614","2.1042","Middle","43510.60418139","1.0007","0.0007","Top","1.03313","0.9998","0.0822","Middle","495.98701","0.0009","0.0021","0.0000","0.9926","0.1221","Middle","957.18326022","1.0039","0.6295","Middle","1759.21281259","-0.0113","0.5441","0.0220","-0.0113","0.0041","1.0345","1.8721","Middle","22585.43347544","1.0647","1.4238","Middle","33949.64325847","-0.0302","0.6653","0.5191","0.0032","-0.0649"
"SUSHI-USD","13.004","6/3/2021 7:31:03 AM","1.0504","1.5202","Middle","981003.06","0.9987","0.0242","Middle","775.07","1.0019","0.0508","Middle","124.71","-0.0032","6.2150","0.0008","0.9938","0.1781","Middle","23510.17","1.0053","0.6364","Middle","36097","-0.0115","0.6513","0.0240","-0.0115","0.0034","1.0362","1.4178","Middle","532775.69","1.0384","0.9226","Middle","964945.04","-0.0022","0.5521","0.5431","0.0066","-0.0365"
"AAVE-USD","398.87","6/3/2021 7:31:05 AM","1.0131","2.2146","Middle","59988.583","1.0019","0.0019","Top","19.188","0.9978","0","Bottom","10.075","0.0041","1.9045","0.0003","0.9933","0.1245","Middle","1037.07","1.0043","0.8956","Middle","2353.356","-0.0110","0.4407","0.0173","-0.0110","0.0065","1.0410","2.2883","Middle","31577.024","1.0275","0.8761","Middle","74485.106","0.0135","0.4239","0.5264","0.0024","-0.0297"
"ADA-USD","1.8403","6/3/2021 7:31:08 AM","1.0440","2.6550","Middle","89132967.12","0.9987","0","Bottom","11193.84","0.9994","0.0423","Middle","51971.96","-0.0007","0.2154","0.0001","0.9912","0.0559","Middle","2632962.63","1.0085","1.0598","Middle","4454859.27","-0.0173","0.5910","0.0295","-0.0173","0.0091","1.0514","2.9468","Middle","46963028.57","1.0111","0.2656","Middle","99433219.87","0.0403","0.4723","0.5269","0.0098","-0.0117"
"REN-USD","0.6172","6/3/2021 7:31:10 AM","1.0491","1.3994","Middle","19687592.510284","1.0031","0.0031","Top","6100.371784","0.9987","0.0188","Middle","4192.766565","0.0044","1.4550","0.0003","0.9979","0.1667","Middle","195500.267366","0.9985","0.2483","Middle","443156.175573","-0.0006","0.4412","0.0099","-0.0006","-0.0002","1.0353","1.4633","Middle","9407226.317081","0.9519","0.2933","Middle","22452557.192575","0.0834","0.4190","0.4778","-0.0046","0.0468"
"OGN-USD","1.062","6/3/2021 7:31:12 AM","0.9953","0.5862","Middle","6033554.94","1.0028","0.0047","Top","2520.04","1.0009","0.0019","Top","1251.96","0.0019","2.0129","0.0004","0.9898","0.0926","Middle","84521.1","1.0141","0.5952","Middle","154174.61","-0.0243","0.5482","0.0140","-0.0243","0.0132","1.0240","0.7037","Middle","3139195.11","0.9867","0.2949","Middle","6261810.07","0.0373","0.5013","0.5203","0.0113","0.0142"
"MKR-USD","3642.06","6/3/2021 7:31:13 AM","0.9997","1.3504","Middle","3706.927752","0.9991","0","Bottom","0.072487","1.0032","0.0032","Top","1.510032","-0.0041","0.0480","0.0000","0.9939","0.1854","Middle","190.991266","1.0124","1.3671","Middle","162.364655","-0.0185","1.1763","0.0515","-0.0185","0.0092","1.0223","1.2720","Middle","2179.389454","0.9898","0.3382","Middle","3256.310564","0.0325","0.6693","0.5879","0.0133","0.0134"
"OMG-USD","6.7177","6/3/2021 7:31:16 AM","1.0189","0.9647","Middle","1131023.6","1","0","Bottom","10","0.9993","0.0268","Middle","4606.9","0.0007","0.0022","0.0000","0.9889","0.0405","Middle","23222","1.0011","0.4264","Middle","51908.1","-0.0122","0.4474","0.0205","-0.0122","0.0018","1.0404","0.9647","Middle","706572.2","1.0201","0.5129","Middle","1107926.3","0.0203","0.6377","0.6247","0.0011","-0.0208"
"EOS-USD","6.502","6/3/2021 7:31:18 AM","1.0177","1.3788","Middle","2573897.2","1","0","Bottom","37.6","1.0017","0.0017","Top","737.3","-0.0017","0.0510","0.0000","0.9936","0.0881","Middle","49675.8","1.0091","0.9868","Middle","236403.1","-0.0155","0.2101","0.0193","-0.0155","0.0074","1.0204","1.3433","Middle","1392201.3","1.0087","0.8602","Middle","2715484.3","0.0117","0.5127","0.5409","0.0091","-0.0070"
"ZRX-USD","1.177035","6/3/2021 7:31:22 AM","1.0405","1.4637","Middle","14640822.36583","0.9998","0","Bottom","142.4567","1.0048","0.0048","Top","6620.29419","-0.0050","0.0215","0.0000","0.9949","0.1507","Middle","199344.96279","1.0154","0.7085","Middle","267043.77763","-0.0205","0.7465","0.0136","-0.0205","0.0106","1.0272","1.5654","Middle","4776355.87989","1.1182","1.5183","Middle","24731721.99852","-0.0910","0.1931","0.3262","0.0156","-0.1134"
"YFI-USD","45972.4","6/3/2021 7:31:24 AM","1.0103","1.1931","Middle","381.378305","1.0001","0.0090","Middle","0.242467","1.0002","0.0021","Top","0.016563","-0.0001","14.6391","0.0006","0.9943","0.0759","Middle","12.542278","1.0058","0.9491","Middle","17.913514","-0.0115","0.7002","0.0329","-0.0115","0.0056","1.0161","1.0682","Middle","215.660167","1.0013","0.7075","Middle","377.877552","0.0148","0.5707","0.5655","0.0057","-0.0011"
"ANKR-USD","0.11314","6/3/2021 7:31:26 AM","1.0472","4.0339","Middle","118979062","0.9990","0.0173","Middle","13578","1.0029","0.0029","Top","74654","-0.0039","0.1819","0.0001","0.9950","0.2139","Middle","3693628","1.0101","2.1167","Middle","5798794","-0.0151","0.6370","0.0310","-0.0151","0.0072","1.0518","4.1503","Middle","70532695","1.0047","0.4925","Middle","92166417","0.0471","0.7653","0.5928","0.0111","-0.0018"
"GRT-USD","0.8784","6/3/2021 7:31:28 AM","1.0885","7.5732","Middle","26145659.32","0.9998","0.0299","Middle","6307.3","1.0056","0.0056","Top","59009.96","-0.0058","0.1069","0.0002","1.0111","0.7313","Middle","1072564.65","0.9971","0.6753","Middle","2755871.65","0.0140","0.3892","0.0410","0.0140","-0.0085","1.1484","8.4362","Middle","17424267.43","0.9936","0.2267","Middle","16054313.56","0.1548","1.0853","0.6664","-0.0027","0.0120"
"XTZ-USD","3.8914","6/3/2021 7:31:30 AM","1.0171","1.7505","Middle","2614499.52","0.9999","0","Bottom","13.16","1.0029","0.1159","Middle","128.53","-0.0030","0.1024","0.0000","0.9923","0.1523","Middle","49701.73","1.0068","0.9791","Middle","162043.31","-0.0145","0.3067","0.0190","-0.0145","0.0039","1.0210","1.7448","Middle","1484926.97","1.0385","1.3394","Middle","3094038.64","-0.0175","0.4799","0.5680","0.0069","-0.0356"
"CTSI-USD","0.7414","6/3/2021 7:31:32 AM","0.9864","2.4365","Middle","10126909.6","1.0001","0.0004","Top","407.5","0.9991","0","Bottom","245.3","0.0010","1.6612","0.0000","0.9916","0.1118","Middle","199736","1.0264","2.6061","Middle","390838.9","-0.0348","0.5110","0.0197","-0.0348","0.0273","1.0434","2.6588","Middle","4248954.8","1.0418","1.1410","Middle","13421776.2","0.0016","0.3166","0.4196","0.0263","-0.0427"
"1INCH-USD","3.462","6/3/2021 7:31:34 AM","0.9971","1","Middle","1940728.18","1.0023","0.0023","Top","479.57","0.9986","0","Bottom","261.73","0.0037","1.8323","0.0002","0.9960","0.1805","Middle","8933.08","1.0081","0.0184","Top","32835.49","-0.0121","0.2721","0.0046","-0.0121","0.0095","1.0255","1","Middle","922572.94","1.0804","1.5045","Middle","1878480.48","-0.0549","0.4911","0.4754","0.0058","-0.0818"
"DASH-USD","209.948","6/3/2021 7:31:36 AM","1.0469","1.9637","Middle","29444.97003668","0.9998","0.0018","Middle","12.649","1.0017","0.0017","Top","5.71","-0.0019","2.2152","0.0004","0.9948","0.1270","Middle","761.03191419","1.0031","0.6195","Middle","1251.04665509","-0.0083","0.6083","0.0258","-0.0083","0.0014","1.0380","1.9215","Middle","15455.46040356","1.0529","1.1360","Middle","23781.94278296","-0.0149","0.6499","0.5249","0.0033","-0.0512"
"LINK-USD","32.03136","6/3/2021 7:31:39 AM","1.0425","2.4564","Middle","2117434.21","0.9998","0.0003","Middle","52.96","0.9982","0.0386","Middle","1467.19","0.0016","0.0361","0.0000","0.9900","0.0932","Middle","78615.47","1.0079","1.2031","Middle","104062.79","-0.0179","0.7555","0.0371","-0.0179","0.0097","1.0445","2.3812","Middle","1105857.46","0.9978","0.4778","Middle","2106302.29","0.0467","0.5250","0.5223","0.0081","0.0004"
"ETC-USD","69.575","6/3/2021 7:31:41 AM","1.0083","0.7944","Middle","359626.08509347","0.9991","0.0070","Middle","82.31184518","1.0007","0.0007","Top","22.69166185","-0.0016","3.6274","0.0002","0.9905","0.0480","Middle","9598.23087931","1.0062","0.4628","Middle","24875.69624603","-0.0157","0.3858","0.0267","-0.0157","0.0055","1.0188","0.7760","Middle","202376.06596733","1.0087","0.5831","Middle","322159.1303649","0.0101","0.6282","0.5627","0.0071","-0.0080"
"XLM-USD","0.425523","6/3/2021 7:31:45 AM","1.0151","1.3579","Middle","116852659","1.0000","0.0252","Middle","16605","1.0009","0.0484","Middle","41537","-0.0009","0.3998","0.0001","0.9967","0.1100","Middle","1587653","1.0039","0.7039","Middle","4137988","-0.0072","0.3837","0.0136","-0.0072","0.0030","1.0154","1.2684","Middle","61269936","1.0008","0.8699","Middle","128012872","0.0146","0.4786","0.5243","0.0039","0.0001"
"ATOM-USD","16.29","6/3/2021 7:31:47 AM","1.1028","2.5571","Middle","1510095.2","1","0","Bottom","1.3","0.9981","0","Bottom","329.8","0.0019","0.0039","0.0000","0.9922","0.1281","Middle","19200.5","1.0176","0.8069","Middle","47473.6","-0.0254","0.4044","0.0127","-0.0254","0.0195","1.0935","2.3652","Middle","809954.8","1.0804","0.6169","Middle","1216211.7","0.0131","0.6660","0.5364","0.0176","-0.0823"
"WBTC-USD","38887.71","6/3/2021 7:31:49 AM","1.0363","1.9828","Middle","8.95770787","0.9996","0","Bottom","0.00033302","1.0011","0.0506","Middle","0.10115731","-0.0015","0.0033","0.0000","0.9943","0.0572","Middle","0.2215484","1.0050","0.6115","Middle","0.98947965","-0.0107","0.2239","0.0247","-0.0107","0.0039","1.0318","1.9828","Middle","6.01866069","1.0195","0.7436","Middle","63.56532513","0.0123","0.0947","0.6719","0.0054","-0.0184"
"CRV-USD","2.5096","6/3/2021 7:31:51 AM","1.0111","0.9347","Middle","12277957.39","1.0024","0.0027","Top","254.92","1.0037","0.0382","Middle","2786.87","-0.0013","0.0915","0.0000","1.0002","0.0961","Middle","98833.34","1.0186","0.0273","Top","162704.98","-0.0184","0.6074","0.0080","-0.0184","0.0149","1.0752","0.9126","Middle","6695153.35","1.1382","0.8385","Middle","16861765.05","-0.0630","0.3971","0.5453","0.0162","-0.1345"
"BAND-USD","8.9595","6/3/2021 7:31:53 AM","1.0060","1.0471","Middle","806164.32","0.9991","0","Bottom","69.1","1.0009","0.0008","Top","29.91","-0.0018","2.3103","0.0001","0.9898","0.0698","Middle","9947.18","0.9974","0.3629","Middle","36234.98","-0.0076","0.2745","0.0123","-0.0076","-0.0035","1.0428","0.9433","Middle","456098.16","1.0017","0.4795","Middle","715793.63","0.0411","0.6372","0.5658","-0.0017","-0.0008"
"BAL-USD","31.358","6/3/2021 7:31:55 AM","1.0225","1.3573","Middle","85602.164","1.0000","0","Bottom","4.36","0.9990","0","Bottom","3.174","0.0010","1.3737","0.0001","0.9930","0.1048","Middle","831.835","1.0029","0.0166","Top","3370.697","-0.0099","0.2468","0.0097","-0.0099","0.0039","1.0287","1.3573","Middle","36428.25","1.0449","1.1469","Middle","92870.445","-0.0162","0.3922","0.4256","0.0029","-0.0459"
