"Coin","CurrentPrice","Time","DailyGain","DailyRating","DailyPosition","DailyVolume","60.0.Gain","60.0.Rating","60.0.Position","60.0.Volume","60.1.Gain","60.1.Rating","60.1.Position","60.1.Volume","60.Trajectory","60.VolumeIncrease","60.VolumePercent","3600.0.Gain","3600.0.Rating","3600.0.Position","3600.0.Volume","3600.1.Gain","3600.1.Rating","3600.1.Position","3600.1.Volume","3600.Trajectory","3600.VolumeIncrease","3600.VolumePercent","0.HourTrajectory","1.HourTrajectory","86400.0.Gain","86400.0.Rating","86400.0.Position","86400.0.Volume","86400.1.Gain","86400.1.Rating","86400.1.Position","86400.1.Volume","86400.Trajectory","86400.VolumeIncrease","86400.VolumePercent","0.DayTrajectory","1.DayTrajectory"
"CTSI-USD","0.7189","6/2/2021 7:35:43 PM","1.0680","1.0393","Middle","13443315.9","1.0007","0.0014","Top","33.2","1.0006","0.0006","Top","66.2","0.0001","0.5015","0.0000","1.0049","0.0701","Middle","88002.4","1.0058","0.2939","Middle","607850.5","-0.0009","0.1448","0.0065","-0.0009","0.0052","1.0097","0.3645","Middle","695313.5","1.0418","0.9352","Middle","13421776.2","-0.0321","0.0518","0.0517","0.0051","-0.0412"
"ZRX-USD","1.126361","6/2/2021 7:36:41 PM","0.9878","0.4459","Middle","18526986.47667","0.9998","0.0000","Middle","1091.55609","1.0008","0.0082","Middle","12670.08891","-0.0010","0.0862","0.0001","0.9945","0.0193","Middle","116730.41874","0.9872","0.1166","Middle","323902.68146","0.0073","0.3604","0.0063","0.0073","-0.0136","0.9808","0.0411","Middle","453349.32514","1.1182","1.5183","Middle","24731721.99852","-0.1374","0.0183","0.0245","-0.0126","-0.1174"
"KNC-USD","2.7465","6/2/2021 9:30:35 PM","1.1550","1.8100","Middle","21494749.2","1.0023","0.0023","Top","212.5","1.0023","0.0198","Middle","1579.8","0.0000","0.1345","0.0000","0.9962","0.0668","Middle","177162.5","0.9668","0.2743","Middle","781127.3","0.0294","0.2268","0.0082","0.0294","-0.0355","1.0249","0.5722","Middle","2261365.9","1.1372","1.3841","Middle","25152068","-0.1123","0.0899","0.1052","-0.0355","-0.1349"
"NMR-USD","52.5","6/2/2021 9:59:31 PM","1.0839","2.7287","Middle","158470.414","1.0004","0.0011","Top","38.948","0.9986","0.0772","Middle","185.99","0.0018","0.2094","0.0002","1.0370","1.0278","Middle","10510.082","0.9661","0.0179","Middle","10851.267","0.0709","0.9686","0.0663","0.0709","-0.0325","1.0606","1.8562","Middle","102425.07","1.0015","0.1785","Middle","74857.602","0.0591","1.3683","0.6463","-0.0343","-0.0029"
"KNC-USD","2.8148","6/2/2021 10:28:00 PM","1.2287","2.5585","Middle","21596922.9","0.9971","0","Bottom","12772.9","1.0017","0.0277","Middle","14171.5","-0.0046","0.9013","0.0006","1.0565","0.5942","Middle","386487.8","0.9600","0.0646","Middle","504755.9","0.0965","0.7657","0.0179","0.0965","-0.0417","1.0442","0.8804","Middle","2975447.1","1.1372","1.3841","Middle","25152068","-0.0930","0.1183","0.1378","-0.0371","-0.1355"
"CRV-USD","2.707","6/2/2021 11:26:08 PM","1.2111","11.9837","Middle","16096872.12","1.0006","0.0781","Middle","6731.84","0.9950","0","Bottom","31552.38","0.0056","0.2134","0.0004","1.0163","1.2422","Middle","890134.96","1.0960","2.4691","Middle","1795870.78","-0.0797","0.4957","0.0553","-0.0797","0.1010","1.1562","7.9805","Middle","4117312.39","1.1382","0.8385","Middle","16861765.05","0.0180","0.2442","0.2558","0.0954","-0.1432"
"ZRX-USD","1.22915","6/3/2021 3:13:40 AM","1.1101","28.2258","Middle","15576112.5358","1.0005","0.0008","Top","5105.07519","0.9991","0.1176","Middle","11239.78945","0.0014","0.4542","0.0003","1.0216","0.0244","Top","314640.73864","1.0245","0.0281","Top","259899.01208","-0.0029","1.2106","0.0202","-0.0029","0.0254","1.0729","0.1127","Top","3610049.54151","1.1182","1.5183","Middle","24731721.99852","-0.0453","0.1460","0.2318","0.0240","-0.1191"
"TRB-USD","74.913","6/3/2021 3:41:51 AM","1.1894","17.1051","Middle","130036.358","1.0008","0.0008","Top","17.051","0.9996","0.3704","Middle","56.588","0.0012","0.3013","0.0001","1.0207","2.1284","Middle","7665.959","1.0473","0.0511","Top","6711.067","-0.0266","1.1423","0.0590","-0.0266","0.0477","1.1639","15.6296","Middle","53264.541","1.0830","0.5542","Middle","102439.405","0.0809","0.5200","0.4096","0.0465","-0.0834"
"CRV-USD","2.6169","6/3/2021 4:11:37 AM","1.1280","2.4944","Middle","14482757.79","0.9995","0","Bottom","699","0.9985","0","Bottom","3716.69","0.0010","0.1881","0.0000","0.9911","0","Bottom","24817.84","1.0057","0.4053","Middle","134874.84","-0.0146","0.1840","0.0017","-0.0146","0.0072","1.1198","2.3759","Middle","5743437.37","1.1382","0.8385","Middle","16861765.05","-0.0184","0.3406","0.3966","0.0062","-0.1397"
"ICP-USD","114.918","6/3/2021 4:39:02 AM","1.1064","150.3902","Middle","436328.5173","1.0026","0.2584","Middle","515.6783","1.0003","0.0391","Middle","139.7983","0.0023","3.6887","0.0012","1.0375","19.0952","Middle","10241.094","0.9921","0.0518","Middle","13130.8069","0.0454","0.7799","0.0235","0.0454","-0.0082","1.0634","41.6407","Middle","132738.7757","1.0029","0.8111","Middle","481204.9182","0.0605","0.2758","0.3042","-0.0105","-0.0026"
"MATIC-USD","1.8625","6/3/2021 4:39:04 AM","1.0289","3.6945","Middle","80185849.1","0.9961","0.0030","Middle","41172.3","0.9984","0","Bottom","5914.3","-0.0023","6.9615","0.0005","0.9897","0.1033","Middle","2754294.1","1.0307","3.7020","Middle","2552470.5","-0.0410","1.0791","0.0343","-0.0410","0.0323","1.0322","2.9240","Middle","26720090.4","0.9859","0.5556","Middle","87008594.1","0.0463","0.3071","0.3332","0.0346","0.0125"
"TRB-USD","73.131","6/3/2021 4:39:45 AM","1.1800","4.7862","Middle","132789.714","0.9999","0.0736","Middle","63.007","0.9989","0","Bottom","19.284","0.0010","3.2673","0.0005","0.9835","0.0141","Middle","3051.829","1.0077","0.4390","Middle","8428.625","-0.0242","0.3621","0.0230","-0.0242","0.0088","1.1326","3.7631","Middle","57079.036","1.0830","0.5542","Middle","102439.405","0.0496","0.5572","0.4298","0.0078","-0.0841"
"OGN-USD","1.104","6/3/2021 4:39:47 AM","1.0534","4.75","Middle","6122065.2","0.9991","0","Bottom","1409.18","0.9991","0","Bottom","1690.08","0.0000","0.8338","0.0002","1.0055","0.3","Middle","369496.23","0.9936","0.4444","Middle","172841.54","0.0119","2.1378","0.0604","0.0119","-0.0055","1.0567","3.6","Middle","2612570.25","0.9867","0.2949","Middle","6261810.07","0.0700","0.4172","0.4267","-0.0055","0.0124"
"FORTH-USD","22.669","6/3/2021 5:08:15 AM","1.0416","4.3092","Middle","155922.393","0.9985","0","Bottom","2.398","1.0006","0.3430","Middle","9.034","-0.0021","0.2654","0.0000","0.9976","0.1256","Middle","272.706","1.0086","0.0196","Top","6720.814","-0.0110","0.0406","0.0017","-0.0110","0.0080","1.0338","3.4536","Middle","76141.434","0.9979","0.3880","Middle","128210.64","0.0359","0.5939","0.4883","0.0101","0.0027"
"NMR-USD","52.9268","6/3/2021 5:08:43 AM","1.0664","4.1342","Middle","172066.317","0.9982","0.0790","Middle","110.539","0.9965","0.0131","Middle","141.228","0.0017","0.7827","0.0006","1.0000","0.1591","Middle","813.944","1.0062","0.3270","Middle","2158.348","-0.0062","0.3771","0.0047","-0.0062","0.0097","1.0711","2.9976","Middle","131439.996","1.0015","0.1785","Middle","74857.602","0.0696","1.7559","0.7639","0.0080","-0.0050"
"CTSI-USD","0.74","6/3/2021 5:35:37 AM","1.0798","1.8356","Middle","13849406.6","1.0038","0.0038","Top","24689","0.9985","0.0030","Middle","1332","0.0053","18.5353","0.0018","0.9827","0.1153","Middle","187836","1.0016","0.2424","Middle","127951.8","-0.0189","1.4680","0.0136","-0.0189","0.0031","1.0360","1.2239","Middle","3489578.1","1.0418","0.9352","Middle","13421776.2","-0.0058","0.2600","0.2520","-0.0022","-0.0433"
"NU-USD","0.3427","6/3/2021 5:36:45 AM","1.1091","1.3257","Middle","34515729.377695","0.9991","0.0113","Middle","3417.939372","0.9913","0","Bottom","51378.470109","0.0078","0.0665","0.0001","0.9882","0.0113","Middle","326870.298982","0.9963","0.2","Middle","416359.580919","-0.0081","0.7851","0.0095","-0.0081","0.0050","1.0700","1.0189","Middle","20703912.39864","1.0515","0.5103","Middle","17654847.200666","0.0185","1.1727","0.5998","-0.0028","-0.0602"
"NMR-USD","51.7059","6/3/2021 5:36:55 AM","1.0418","1.4018","Middle","174111.842","1.0002","0.0012","Top","17.475","0.9998","0.0052","Middle","23.276","0.0004","0.7508","0.0001","0.9822","0.2677","Middle","2750.215","1.0062","0.3270","Middle","2158.348","-0.0240","1.2742","0.0158","-0.0240","0.0064","1.0467","1.0764","Middle","133276.39","1.0015","0.1785","Middle","74857.602","0.0452","1.7804","0.7655","0.0060","-0.0017"
"BAND-USD","9.1735","6/3/2021 5:37:03 AM","1.0721","2.6424","Middle","830535.91","0.9991","0.0350","Middle","800.08","1.0024","0.0040","Top","1223.18","-0.0033","0.6541","0.0010","0.9789","0.7586","Middle","78967.93","1.0390","3.8032","Middle","51551.67","-0.0601","1.5318","0.0951","-0.0601","0.0366","1.0699","2.5355","Middle","400440.82","1.0017","0.4795","Middle","715793.63","0.0682","0.5594","0.4821","0.0399","0.0007"
"KNC-USD","2.6055","6/3/2021 6:32:53 AM","1.0875","0.4501","Middle","20522305.4","0.9969","0.0066","Middle","12401.5","1.0014","0.0186","Middle","4944.2","-0.0045","2.5083","0.0006","1.0328","0.1848","Middle","165582.1","0.9607","0","Bottom","279438.9","0.0721","0.5926","0.0081","0.0721","-0.0407","0.9672","0.1732","Middle","5209842.9","1.1372","1.3841","Middle","25152068","-0.1700","0.2071","0.2539","-0.0362","-0.1358"
"TRB-USD","73.281","6/3/2021 7:02:21 AM","1.1538","4.4557","Middle","133011.527","0.9954","0","Bottom","27.953","1.0002","0.0004","Top","26.293","-0.0048","1.0631","0.0002","0.9933","0","Bottom","96.936","1.0358","1.3957","Middle","4913.498","-0.0425","0.0197","0.0007","-0.0425","0.0356","1.1324","3.7430","Middle","70730.178","1.0830","0.5542","Middle","102439.405","0.0494","0.6905","0.5318","0.0404","-0.0828"
"COMP-USD","442.47","6/3/2021 7:30:43 AM","0.9900","0.9807","Middle","14329.587","1.0014","0.0446","Middle","4.182","0.9990","0.0187","Middle","3.545","0.0024","1.1797","0.0003","1.0063","0.1632","Middle","271.823","1.0041","0.2952","Middle","649.968","0.0022","0.4182","0.0190","0.0022","0.0051","1.0187","0.9935","Middle","7594.177","1.0164","0.8619","Middle","15888.868","0.0023","0.4780","0.5300","0.0027","-0.0174"
"AAVE-USD","398.87","6/3/2021 7:31:05 AM","1.0131","2.2146","Middle","59988.583","1.0019","0.0019","Top","19.188","0.9978","0","Bottom","10.075","0.0041","1.9045","0.0003","0.9933","0.1245","Middle","1037.07","1.0043","0.8956","Middle","2353.356","-0.0110","0.4407","0.0173","-0.0110","0.0065","1.0410","2.2883","Middle","31577.024","1.0275","0.8761","Middle","74485.106","0.0135","0.4239","0.5264","0.0024","-0.0297"
"OGN-USD","1.062","6/3/2021 7:31:12 AM","0.9953","0.5862","Middle","6033554.94","1.0028","0.0047","Top","2520.04","1.0009","0.0019","Top","1251.96","0.0019","2.0129","0.0004","0.9898","0.0926","Middle","84521.1","1.0141","0.5952","Middle","154174.61","-0.0243","0.5482","0.0140","-0.0243","0.0132","1.0240","0.7037","Middle","3139195.11","0.9867","0.2949","Middle","6261810.07","0.0373","0.5013","0.5203","0.0113","0.0142"
"OMG-USD","6.7177","6/3/2021 7:31:16 AM","1.0189","0.9647","Middle","1131023.6","1","0","Bottom","10","0.9993","0.0268","Middle","4606.9","0.0007","0.0022","0.0000","0.9889","0.0405","Middle","23222","1.0011","0.4264","Middle","51908.1","-0.0122","0.4474","0.0205","-0.0122","0.0018","1.0404","0.9647","Middle","706572.2","1.0201","0.5129","Middle","1107926.3","0.0203","0.6377","0.6247","0.0011","-0.0208"
"DASH-USD","209.948","6/3/2021 7:31:36 AM","1.0469","1.9637","Middle","29444.97003668","0.9998","0.0018","Middle","12.649","1.0017","0.0017","Top","5.71","-0.0019","2.2152","0.0004","0.9948","0.1270","Middle","761.03191419","1.0031","0.6195","Middle","1251.04665509","-0.0083","0.6083","0.0258","-0.0083","0.0014","1.0380","1.9215","Middle","15455.46040356","1.0529","1.1360","Middle","23781.94278296","-0.0149","0.6499","0.5249","0.0033","-0.0512"
"ATOM-USD","16.29","6/3/2021 7:31:47 AM","1.1028","2.5571","Middle","1510095.2","1","0","Bottom","1.3","0.9981","0","Bottom","329.8","0.0019","0.0039","0.0000","0.9922","0.1281","Middle","19200.5","1.0176","0.8069","Middle","47473.6","-0.0254","0.4044","0.0127","-0.0254","0.0195","1.0935","2.3652","Middle","809954.8","1.0804","0.6169","Middle","1216211.7","0.0131","0.6660","0.5364","0.0176","-0.0823"
"CRV-USD","2.5096","6/3/2021 7:31:51 AM","1.0111","0.9347","Middle","12277957.39","1.0024","0.0027","Top","254.92","1.0037","0.0382","Middle","2786.87","-0.0013","0.0915","0.0000","1.0002","0.0961","Middle","98833.34","1.0186","0.0273","Top","162704.98","-0.0184","0.6074","0.0080","-0.0184","0.0149","1.0752","0.9126","Middle","6695153.35","1.1382","0.8385","Middle","16861765.05","-0.0630","0.3971","0.5453","0.0162","-0.1345"
"UMA-USD","15.274","6/3/2021 7:32:03 AM","1.0731","26.6038","Middle","206669.019","0.9965","0","Bottom","1525.254","1.0199","17.7059","Middle","3058.309","-0.0234","0.4987","0.0074","1.0429","10.4091","Middle","13432.461","1.0010","0.3285","Middle","4136.77","0.0419","3.2471","0.0650","0.0419","-0.0189","1.0848","16.0116","Middle","104336.21","1.0236","0.6744","Middle","208602.371","0.0612","0.5002","0.5048","0.0045","-0.0037"
"SNX-USD","13.4297","6/3/2021 7:32:16 AM","1.0198","1.2787","Middle","480630.425","0.9994","0","Bottom","13.867","0.9988","0.0032","Middle","139.403","0.0006","0.0995","0.0000","0.9903","0","Bottom","5833.556","1.0066","0.4049","Middle","14564.472","-0.0163","0.4005","0.0121","-0.0163","0.0078","1.0452","1.1303","Middle","312681.996","1.0085","0.5308","Middle","393319.216","0.0367","0.7950","0.6506","0.0072","-0.0097"
"KNC-USD","2.6","6/3/2021 7:59:41 AM","1.0238","0.4011","Middle","19410635.8","1.0006","0.0012","Top","571.6","1.0005","0.0102","Middle","2403.7","0.0001","0.2378","0.0000","1.0190","0.1164","Middle","363406.5","1.0098","0.0542","Middle","263998.9","0.0092","1.3765","0.0187","0.0092","0.0093","0.9655","0.1616","Middle","5671220.9","1.1372","1.3841","Middle","25152068","-0.1717","0.2255","0.2922","0.0092","-0.1367"
"KNC-USD","2.4997","6/3/2021 9:27:01 AM","0.9181","0.0058","Middle","17706773.8","0.9963","0","Bottom","4071","0.9970","0","Bottom","21216.4","-0.0007","0.1919","0.0002","0.9820","0","Bottom","291556.7","0.9781","0.0707","Middle","276306.2","0.0039","1.0552","0.0165","0.0039","-0.0189","0.9323","0.0108","Middle","6212768.4","1.1372","1.3841","Middle","25152068","-0.2049","0.2470","0.3509","-0.0182","-0.1402"
"GRT-USD","0.9278","6/3/2021 11:23:47 AM","1.1780","8.6368","Middle","31692636.64","0.9981","0.1076","Middle","59900.33","0.9983","0","Bottom","45953.61","-0.0002","1.3035","0.0019","0.9969","0.1076","Middle","2296017.71","1.0760","3.6548","Middle","4437152.4","-0.0791","0.5175","0.0724","-0.0791","0.0777","1.2080","7.6861","Middle","27536389.33","0.9936","0.1605","Middle","16054313.56","0.2144","1.7152","0.8689","0.0779","0.0047"
"DOGE-USD","0.393","6/3/2021 12:22:03 PM","0.8062","0.0582","Middle","56831056.3","0.9985","0.0010","Middle","61630","0.9980","0.0095","Middle","146897.9","0.0005","0.4195","0.0011","1.0023","0.0210","Middle","3866821.3","0.9605","0.0395","Middle","15828765.1","0.0418","0.2443","0.0680","0.0418","-0.0375","0.8045","0.0493","Middle","56890591.3","0.8045","0.0493","Middle","56890591.3","0.0000","1","1.0010","-0.0380","0.1935"
"ICP-USD","133.211","6/3/2021 12:22:15 PM","1.2428","6.7889","Middle","557465.2264","0.9876","0.2282","Middle","2559.0068","1.0161","0.9092","Middle","4173.1969","-0.0285","0.6132","0.0046","1.0348","0.7463","Middle","54770.4754","1.1089","1.2538","Middle","149003.2544","-0.0741","0.3676","0.0982","-0.0741","0.0928","1.2177","4.4322","Middle","466115.8457","1.0029","0.1967","Middle","481204.9182","0.2148","0.9686","0.8361","0.1213","0.0132"
"ICP-USD","128.499","6/3/2021 1:19:43 PM","1.1978","2.6433","Middle","621740.9723","0.9957","0.0023","Middle","703.9988","1.0014","0.0346","Middle","892.082","-0.0057","0.7892","0.0011","1.0238","0.4591","Middle","20206.6643","0.9839","0.1256","Middle","118012.4068","0.0399","0.1712","0.0325","0.0399","-0.0175","1.1852","2.4145","Middle","549564.4414","1.0029","0.1967","Middle","481204.9182","0.1823","1.1421","0.8839","-0.0118","-0.0015"
"ICP-USD","131.217","6/3/2021 2:46:28 PM","1.2404","4.2574","Middle","670155.4945","0.9985","0","Bottom","87.1385","1.0012","0.0682","Middle","881.3732","-0.0027","0.0989","0.0001","1.0469","0.9468","Middle","42330.7133","1.0010","0.1209","Middle","50506.2374","0.0459","0.8381","0.0632","0.0459","-0.0002","1.2144","4.1285","Middle","618949.0749","1.0029","0.1967","Middle","481204.9182","0.2115","1.2862","0.9236","0.0025","-0.0017"
"ICP-USD","125.013","6/3/2021 4:40:41 PM","1.1746","1.6098","Middle","699205.6732","1.0008","0.0084","Middle","226.3221","0.9998","0.0010","Middle","265.4667","0.0010","0.8525","0.0003","0.9934","0.1365","Middle","18926.7518","0.9777","0.0739","Middle","29661.4506","0.0157","0.6381","0.0271","0.0157","-0.0221","1.1589","1.6230","Middle","687144.5681","1.0029","0.1967","Middle","481204.9182","0.1560","1.4280","0.9828","-0.0231","-0.0031"
"CTSI-USD","0.8296","6/3/2021 5:38:53 PM","1.1658","330.75","Middle","8132218.9","0.9897","0.2927","Middle","43082.4","1.0081","0.0080","Top","113019.6","-0.0184","0.3812","0.0053","1.1064","19.7073","Middle","1727149.2","1.0168","0.0175","Top","288578.7","0.0896","5.9850","0.2124","0.0896","0.0087","1.1606","31.3659","Middle","8257680.5","1.0418","0.4552","Middle","13421776.2","0.1188","0.6152","1.0154","0.0271","-0.0337"
"STORJ-USD","1.2315","6/3/2021 5:39:30 PM","1.0337","1.2708","Middle","8879350.29","1.0001","0.0001","Top","27.37","0.9994","0","Bottom","981.91","0.0007","0.0279","0.0000","1.0051","0.1626","Middle","111059.58","1.0108","0.1811","Middle","166205.09","-0.0057","0.6682","0.0125","-0.0057","0.0114","1.0337","1.2708","Middle","8879350.29","1.1262","1.3075","Middle","14615579.01","-0.0925","0.6075","1","0.0107","-0.1268"
"FIL-USD","90.6867","6/3/2021 5:40:26 PM","1.2951","6.3294","Middle","1058195.706","1.0007","0.0239","Middle","215.445","1.0008","0.0501","Middle","915.246","-0.0001","0.2354","0.0002","0.9743","0.1194","Middle","44264.476","1.0088","1.7912","Middle","65712.235","-0.0345","0.6736","0.0418","-0.0345","0.0080","1.2929","6.0079","Middle","1058939.245","1.0131","0.0797","Middle","218247.689","0.2798","4.8520","1.0007","0.0081","-0.0123"
"SKL-USD","0.4177","6/3/2021 6:37:51 PM","0.9931","0.3953","Middle","25121003.4","0.9995","0","Bottom","369.2","1.0005","0.0093","Middle","2157.8","-0.0010","0.1711","0.0000","0.9884","0.0514","Middle","552880.4","0.9993","0.1131","Middle","689974.1","-0.0109","0.8013","0.0220","-0.0109","-0.0012","0.9875","0.0321","Middle","547805.6","1.0038","0.7857","Middle","25639338","-0.0163","0.0214","0.0218","-0.0002","-0.0033"
"CTSI-USD","0.7824","6/3/2021 6:37:53 PM","1.0921","0.9907","Middle","11946822.9","0.9992","0.0069","Middle","32204","1.0045","0.0757","Middle","105215","-0.0053","0.3061","0.0027","0.9660","0.0481","Middle","1695286.1","1.0875","1.1805","Middle","4171749.9","-0.1215","0.4064","0.1419","-0.1215","0.0830","0.9635","0.0596","Middle","1884596.2","1.1408","2.0265","Middle","10702281.2","-0.1773","0.1761","0.1577","0.0883","-0.1363"
"TRB-USD","68.622","6/3/2021 6:38:40 PM","1.0834","0.8897","Middle","124332.678","1","0","Bottom","2.857","0.9982","0","Bottom","5.704","0.0018","0.5009","0.0000","0.9714","0.0287","Middle","5323.557","1.0130","0.2711","Middle","5481.829","-0.0416","0.9711","0.0428","-0.0416","0.0148","0.9694","0.0091","Middle","5418.172","1.0944","1.5468","Middle","126228.977","-0.1250","0.0429","0.0436","0.0130","-0.0962"
"OMG-USD","6.6768","6/3/2021 6:39:11 PM","1.0332","0.7694","Middle","1412465.7","0.9976","0","Bottom","519.5","0.9979","0","Bottom","276.3","-0.0003","1.8802","0.0004","0.9969","0.1638","Middle","116455.5","1.0022","0.1593","Middle","70277.7","-0.0053","1.6571","0.0824","-0.0053","0.0043","1.0032","0.2971","Middle","110513.8","1.0372","0.8617","Middle","1351327.7","-0.0340","0.0818","0.0782","0.0046","-0.0393"
"RLC-USD","5.338","6/3/2021 7:06:09 PM","1.0146","0.4963","Middle","1741475.01","1.0019","0.0552","Middle","2844.49","1.0009","0.0009","Top","824.65","0.0010","3.4493","0.0016","1.0087","0.1586","Middle","6409.11","0.9798","0.1003","Middle","69537.76","0.0289","0.0922","0.0037","0.0289","-0.0211","0.9796","0.0970","Middle","69641.83","1.0240","0.8089","Middle","1825936.26","-0.0444","0.0381","0.0400","-0.0221","-0.0231"
"XLM-USD","0.417576","6/3/2021 7:06:14 PM","1.0082","0.3043","Middle","101105216","1.0004","0.0006","Top","21752","0.9987","0.0082","Middle","102778","0.0017","0.2116","0.0002","0.9949","0.0225","Middle","471537","0.9868","0.1465","Middle","6066891","0.0081","0.0777","0.0047","0.0081","-0.0119","0.9825","0.0424","Middle","6377282","1.0153","1.4414","Middle","107762053","-0.0328","0.0592","0.0631","-0.0136","-0.0166"
