"Coin","CurrentPrice","Time","DailyGain","DailyRating","DailyPosition","DailyVolume","60.0.Gain","60.0.Rating","60.0.Position","60.0.Volume","60.1.Gain","60.1.Rating","60.1.Position","60.1.Volume","60.Trajectory","60.VolumeIncrease","60.VolumePercent","3600.0.Gain","3600.0.Rating","3600.0.Position","3600.0.Volume","3600.1.Gain","3600.1.Rating","3600.1.Position","3600.1.Volume","3600.Trajectory","3600.VolumeIncrease","3600.VolumePercent","0.HourTrajectory","1.HourTrajectory","86400.0.Gain","86400.0.Rating","86400.0.Position","86400.0.Volume","86400.1.Gain","86400.1.Rating","86400.1.Position","86400.1.Volume","86400.Trajectory","86400.VolumeIncrease","86400.VolumePercent","0.DayTrajectory","1.DayTrajectory"
"OGN-USD","1.09","6/3/2021 2:44:46 AM","1.0093","2.0667","Middle","5729454.55","1.0009","0.0009","Top","46.39","1","0","Bottom","99.09","0.0009","0.4682","0.0000","1.0196","0.8276","Middle","163385.83","0.9935","0.125","Middle","74510.96","0.0261","2.1928","0.0285","0.0261","-0.0065","1.0480","2.1724","Middle","2032666.75","0.9867","0.2949","Middle","6261810.07","0.0613","0.3246","0.3548","-0.0074","0.0133"
"UMA-USD","14.875","6/3/2021 2:44:50 AM","1.0729","58.1905","Middle","205777.766","1","0","Bottom","0.673","1.0012","0.0012","Top","54.215","-0.0012","0.0124","0.0000","1.0226","24.6","Middle","6663.603","1.0013","0.1989","Middle","4902.63","0.0213","1.3592","0.0324","0.0213","0.0001","1.0591","67.8","Middle","56847.535","1.0236","1.0104","Middle","208602.371","0.0355","0.2725","0.2763","0.0013","-0.0224"
"ZRX-USD","1.203204","6/3/2021 2:45:00 AM","1.0821","3.9961","Middle","15553491.66885","1.0011","0.0578","Middle","4877.2104","1.0023","0.0023","Top","1189.38312","-0.0012","4.1006","0.0003","1.0224","1.0504","Middle","224536.57633","1.0024","0.2286","Middle","211241.83329","0.0200","1.0629","0.0144","0.0200","0.0001","1.0442","2.9665","Middle","3240965.635","1.1182","1.5183","Middle","24731721.99852","-0.0740","0.1310","0.2084","0.0013","-0.1159"
"FORTH-USD","22.281","6/3/2021 2:45:13 AM","1.0234","1.14","Middle","149699.047","1","0","Bottom","1.514","1.0000","0","Bottom","63.284","0.0000","0.0239","0.0000","1.0104","0.3668","Middle","910.174","0.9780","0.0552","Middle","4868.144","0.0324","0.1870","0.0061","0.0324","-0.0220","1.0184","1.0670","Middle","63551.939","0.9979","0.3880","Middle","128210.64","0.0205","0.4957","0.4245","-0.0220","0.0021"
"TRB-USD","72.555","6/3/2021 2:45:17 AM","1.1547","68.3371","Middle","130992.889","1.0006","65","Middle","6.497","1.0041","0.0041","Top","36.398","-0.0035","0.1785","0.0000","1.0327","914.6667","Middle","5189.108","1.0048","0.9174","Middle","4433.98","0.0279","1.1703","0.0396","0.0279","0.0007","1.1295","3482.3333","Middle","44076.623","1.0830","0.7522","Middle","102439.405","0.0465","0.4303","0.3365","0.0042","-0.0789"
"NKN-USD","0.395","6/3/2021 2:45:31 AM","0.9892","2.4842","Middle","14810182.6","1.0028","0.0028","Top","3920","1.0008","0.0010","Top","2363.6","0.0020","1.6585","0.0003","1.0160","0.6863","Middle","509300.1","0.9931","0.0651","Middle","409592","0.0229","1.2434","0.0344","0.0229","-0.0077","1.0505","0.0612","Top","5450105.9","1.0027","0.5123","Middle","16644292.8","0.0478","0.3274","0.3680","-0.0097","-0.0019"
"NMR-USD","51.4585","6/3/2021 2:45:37 AM","1.0287","1.1680","Middle","170046.057","1.0003","0.0003","Top","1.492","1.0003","0.0003","Top","9.916","0.0000","0.1505","0.0000","1.0111","0.2320","Middle","1411.127","0.9928","0.0477","Middle","1637.567","0.0183","0.8617","0.0083","0.0183","-0.0075","1.0449","1.0044","Middle","119428.05","1.0015","0.1785","Middle","74857.602","0.0434","1.5954","0.7023","-0.0075","-0.0012"
"LINK-USD","31.75676","6/3/2021 2:45:45 AM","1.0228","4.0357","Middle","2040594.71","0.9996","0.0024","Middle","21.58","0.9978","0.0767","Middle","738.68","0.0018","0.0292","0.0000","1.0081","0.9234","Middle","18821.96","0.9842","0.1297","Middle","58401.72","0.0239","0.3223","0.0092","0.0239","-0.0136","1.0345","3.5017","Middle","599289.74","0.9978","0.6849","Middle","2106302.29","0.0367","0.2845","0.2937","-0.0154","0.0000"
"MANA-USD","0.882","6/3/2021 2:46:03 AM","1.0352","50","Middle","6632029.54","0.9955","0","Bottom","754.48","0.9977","0.3333","Middle","1794.69","-0.0022","0.4204","0.0001","1.0127","2.4","Middle","76405.78","0.9853","0.2143","Middle","150244.83","0.0274","0.5085","0.0115","0.0274","-0.0124","1.0257","7.6","Middle","1914404.85","1.0337","1.96","Middle","6841925.16","-0.0080","0.2798","0.2887","-0.0102","-0.0360"
"ICP-USD","109.341","6/3/2021 2:46:17 AM","1.0260","1.8466","Middle","446551.4981","1","0","Bottom","1.9252","0.9991","0.0203","Middle","85.8948","0.0009","0.0224","0.0000","1.0101","0.3548","Middle","5739.0227","0.9916","0.1782","Middle","11889.7603","0.0185","0.4827","0.0129","0.0185","-0.0075","1.0131","1.1486","Middle","104632.9774","1.0029","1.1259","Middle","481204.9182","0.0102","0.2174","0.2343","-0.0084","-0.0038"
"ADA-USD","1.7989","6/3/2021 3:13:56 AM","1.0118","14.4098","Middle","79735056.08","0.9999","0.1852","Middle","74347.11","1.0024","0.7719","Middle","108881.57","-0.0025","0.6828","0.0009","1.0063","2.0926","Middle","444632.62","1.0063","0.9270","Middle","1237405.29","0.0000","0.3593","0.0056","0.0000","0.0039","1.0261","16.4074","Middle","23294617.23","1.0111","0.7047","Middle","99433219.87","0.0150","0.2343","0.2922","0.0064","-0.0087"
"NMR-USD","52.0294","6/3/2021 3:14:02 AM","1.0508","1.7961","Middle","169724.898","1.0038","0.0038","Top","62.617","1.0013","0.0013","Top","2.266","0.0025","27.6333","0.0004","0.9955","0.1561","Middle","475.805","1.0266","0.7738","Middle","2147.582","-0.0311","0.2216","0.0028","-0.0311","0.0253","1.0573","1.6234","Middle","120640.31","1.0015","0.1785","Middle","74857.602","0.0558","1.6116","0.7108","0.0228","-0.0002"
"MKR-USD","3634.4187","6/3/2021 3:14:14 AM","1.0044","1.1563","Middle","3523.721222","1.0010","0.0010","Top","0.699941","0.9983","0.0199","Middle","6.015297","0.0027","0.1164","0.0002","0.9898","0.0729","Middle","128.732944","1.0056","0.6251","Middle","73.580119","-0.0158","1.7496","0.0365","-0.0158","0.0073","1.0227","1.3136","Middle","1464.863788","0.9898","0.3382","Middle","3256.310564","0.0329","0.4499","0.4157","0.0046","0.0085"
"1INCH-USD","3.53","6/3/2021 3:14:20 AM","1.0182","4.4667","Middle","1983331.58","0.9989","0","Bottom","547.55","1.0068","1.1429","Middle","15918.65","-0.0079","0.0344","0.0003","1.0131","1.84","Middle","17631.5","1.0046","0.9143","Middle","56013.18","0.0085","0.3148","0.0089","0.0085","-0.0022","1.0515","8.84","Middle","685533.75","1.0804","1.6535","Middle","1878480.48","-0.0289","0.3649","0.3456","0.0057","-0.0736"
"GRT-USD","0.8238","6/3/2021 3:14:31 AM","1.0525","4.6093","Middle","19504914.7","1.0002","0.0002","Top","868.01","1.0008","0.0015","Top","10495.1","-0.0006","0.0827","0.0000","1.0041","0.0057","Top","21151.48","1.0023","0.4032","Middle","802327.2","0.0018","0.0264","0.0011","0.0018","0.0015","1.0765","5.0071","Middle","8508627.82","0.9936","0.4005","Middle","16054313.56","0.0829","0.5300","0.4362","0.0021","0.0072"
"KNC-USD","2.5919","6/3/2021 3:41:37 AM","1.1509","0.9036","Middle","21379747.6","1.0017","0.0017","Top","17.7","1.0008","0.0046","Middle","3422.3","0.0009","0.0052","0.0000","0.9944","0.0536","Middle","144632.4","0.9877","0.0863","Middle","175133.3","0.0067","0.8258","0.0068","0.0067","-0.0131","0.9655","0.0717","Middle","4548863.2","1.1372","1.3841","Middle","25152068","-0.1717","0.1809","0.2128","-0.0140","-0.1364"
"ADA-USD","1.8345","6/3/2021 3:41:53 AM","1.0318","27.4444","Middle","82522483","0.9996","0.0317","Middle","48045.79","0.9985","0.1371","Middle","204776.51","0.0011","0.2346","0.0006","1.0303","0.0294","Top","3245940.48","1.0063","0.3185","Middle","1237405.29","0.0240","2.6232","0.0393","0.0240","0.0078","1.0433","12.7634","Middle","25763171.78","1.0111","0.4222","Middle","99433219.87","0.0322","0.2591","0.3122","0.0067","-0.0126"
"XLM-USD","0.428206","6/3/2021 3:41:55 AM","1.0272","2.6797","Middle","113909151","0.9980","0.0923","Middle","35887","1.0013","0.0987","Middle","48076","-0.0033","0.7465","0.0003","1.0067","0.5293","Middle","1590474","1.0032","0.2919","Middle","1817324","0.0035","0.8752","0.0140","0.0035","0.0019","1.0222","2.1982","Middle","42224991","1.0008","0.8699","Middle","128012872","0.0214","0.3298","0.3707","0.0052","0.0005"
"EOS-USD","6.518","6/3/2021 3:42:00 AM","1.0278","12.0370","Middle","2384789.3","1","0","Bottom","28.2","1.0012","0.0012","Top","169","-0.0012","0.1669","0.0000","1.0045","1.4138","Middle","32710.5","1.0067","0.9683","Middle","34372.9","-0.0022","0.9516","0.0137","-0.0022","0.0055","1.0231","9.8966","Middle","788521.2","1.0087","1.6264","Middle","2715484.3","0.0144","0.2904","0.3306","0.0067","-0.0075"
"LINK-USD","32.13176","6/3/2021 3:42:09 AM","1.0511","24.5586","Middle","2038718.92","0.9995","0.6125","Middle","2695.39","0.9998","0","Bottom","933","-0.0003","2.8889","0.0013","1.0103","6.1125","Middle","47421.98","1.0097","1.1070","Middle","28377.61","0.0006","1.6711","0.0233","0.0006","0.0099","1.0490","33.0345","Middle","655412.21","0.9978","0.6714","Middle","2106302.29","0.0512","0.3112","0.3215","0.0102","0.0020"
"NKN-USD","0.4006","6/3/2021 3:42:19 AM","1.0157","5.2143","Middle","14104698.8","0.9998","0.1607","Middle","8050.6","0.9978","0","Bottom","3533.9","0.0020","2.2781","0.0006","1.0050","0.5357","Middle","309841.4","1.0271","1.4868","Middle","824476","-0.0221","0.3758","0.0220","-0.0221","0.0293","1.0597","3.9014","Middle","6041747","1.0027","0.4834","Middle","16644292.8","0.0570","0.3630","0.4283","0.0273","-0.0049"
"RLC-USD","5.477","6/3/2021 3:42:29 AM","1.0152","5.3462","Middle","2009640.9","1.0011","0.0011","Top","7.8","1.0004","0.1346","Middle","475.2","0.0007","0.0164","0.0000","1.0053","0.9286","Middle","15090.23","1.0100","0.9857","Middle","29706.25","-0.0047","0.5080","0.0075","-0.0047","0.0096","1.0428","5.8444","Middle","693504.49","0.9869","0.8993","Middle","3086320.5","0.0559","0.2247","0.3451","0.0089","0.0135"
"LRC-USD","0.3952","6/3/2021 3:42:33 AM","1.0289","3.9796","Middle","16870024.997208","1","0","Bottom","506","1","0","Bottom","78.352793","0","6.4580","0.0000","1.0059","0.625","Middle","149602.283484","1.0137","0.875","Middle","283229.068326","-0.0078","0.5282","0.0089","-0.0078","0.0137","1.0381","3.9796","Middle","6503352.199201","1.0160","1.0909","Middle","22178064.520571","0.0221","0.2932","0.3855","0.0137","-0.0160"
"AAVE-USD","400.726","6/3/2021 3:42:47 AM","1.0451","7.4191","Middle","63087.342","0.9994","0","Bottom","0.905","1.0001","0.0559","Middle","22.681","-0.0007","0.0399","0.0000","1.0063","0.9265","Middle","1174.178","1.0032","0.4493","Middle","1925.022","0.0031","0.6100","0.0186","0.0031","0.0031","1.0447","6.9734","Middle","23017.509","1.0275","1.0911","Middle","74485.106","0.0172","0.3090","0.3649","0.0038","-0.0274"
"ENJ-USD","1.651","6/3/2021 3:42:48 AM","1.0319","2.5909","Middle","3492376.12","0.9994","0","Bottom","4205.6","1","0","Bottom","1539.83","-0.0006","2.7312","0.0012","0.9868","0.0455","Middle","226550.28","1.0404","0.0406","Top","164471.53","-0.0536","1.3774","0.0649","-0.0536","0.0404","1.0496","2.6744","Middle","1510013.76","1.0064","0.4609","Middle","2949128.11","0.0432","0.5120","0.4324","0.0410","-0.0064"
"FIL-USD","71.6393","6/3/2021 3:43:06 AM","1.0196","5.7702","Middle","189947.178","1.0007","0.0007","Top","88.077","1.0003","0.0493","Middle","10.539","0.0004","8.3572","0.0005","1.0049","1.5696","Middle","3954.699","1.0003","0.3993","Middle","13541.585","0.0046","0.2920","0.0208","0.0046","0.0000","1.0242","6.7225","Middle","71949.481","1.0131","0.9547","Middle","218247.689","0.0111","0.3297","0.3788","-0.0004","-0.0128"
"MATIC-USD","1.8313","6/3/2021 3:43:10 AM","0.9944","1.1993","Middle","78222279.3","0.9985","0.0222","Middle","20305.5","1.0003","0.0558","Middle","17005","-0.0018","1.1941","0.0003","1.0069","0.2137","Middle","1173638.4","1.0040","0.1702","Middle","961139.7","0.0029","1.2211","0.0150","0.0029","0.0037","1.0181","1.2144","Middle","22587257.8","0.9859","0.5556","Middle","87008594.1","0.0322","0.2596","0.2888","0.0055","0.0144"
"ETC-USD","70.621","6/3/2021 4:10:23 AM","1.0422","31.7692","Middle","321238.55871575","1.0002","0.5333","Middle","130.13422983","1.0014","0.0014","Top","74.67477026","-0.0012","1.7427","0.0004","1.0028","0.0073","Top","1629.40444454","1.0139","9.6481","Middle","10850.87946008","-0.0111","0.1502","0.0051","-0.0111","0.0125","1.0341","22.3097","Middle","116224.17223488","1.0087","1.0409","Middle","322159.1303649","0.0254","0.3608","0.3618","0.0137","-0.0073"
"NMR-USD","52.3922","6/3/2021 4:10:29 AM","1.0672","2.4270","Middle","172304.972","1.0023","0.0031","Top","34.508","1.0012","0.0597","Middle","6.028","0.0011","5.7246","0.0002","1.0019","0.1389","Middle","197.617","1.0010","0.5387","Middle","8303.199","0.0009","0.0238","0.0011","0.0009","-0.0002","1.0650","2.2526","Middle","128665.321","1.0015","0.1785","Middle","74857.602","0.0635","1.7188","0.7467","-0.0013","-0.0003"
"ICP-USD","111.678","6/3/2021 4:11:29 AM","1.0752","6.8827","Middle","428956.3362","1.0033","0.2416","Middle","566.6269","1.0020","0.0024","Top","40.5963","0.0013","13.9576","0.0013","1.0088","0.8797","Middle","2324.7478","0.9921","0.0954","Middle","13130.8069","0.0167","0.1770","0.0054","0.0167","-0.0099","1.0340","4.5865","Middle","124822.4295","1.0029","1.1259","Middle","481204.9182","0.0311","0.2594","0.2910","-0.0112","-0.0009"
"FIL-USD","74.0625","6/3/2021 4:11:35 AM","1.0628","251.8906","Middle","189979.971","1.0005","2.9924","Middle","433.988","1.0078","3.6081","Middle","3077.026","-0.0073","0.1410","0.0023","1.0252","159.5496","Middle","9484.178","1.0115","0.5295","Middle","5674.171","0.0137","1.6715","0.0499","0.0137","0.0037","1.0349","0.0416","Top","75132.443","1.0131","0.4746","Middle","218247.689","0.0218","0.3443","0.3955","0.0110","-0.0053"
"FORTH-USD","22.361","6/3/2021 4:38:42 AM","1.0257","1.4404","Middle","155139.479","0.9989","0","Bottom","14.612","0.9993","0.0331","Middle","4.629","-0.0004","3.1566","0.0001","0.9897","0.0323","Middle","4612.951","1.0020","0.6465","Middle","2779.556","-0.0123","1.6596","0.0297","-0.0123","0.0027","1.0202","1.2041","Middle","73171.003","0.9979","0.3880","Middle","128210.64","0.0223","0.5707","0.4716","0.0031","0.0014"
"BAND-USD","9.0428","6/3/2021 4:39:21 AM","1.0501","4.8209","Middle","731743.47","0.9998","0","Bottom","83.18","0.9995","0","Bottom","491.23","0.0003","0.1693","0.0001","1.0042","0.3568","Middle","11408.52","0.9903","0.1822","Middle","39402.12","0.0139","0.2895","0.0156","0.0139","-0.0092","1.0554","4.7464","Middle","281329.74","1.0017","0.7041","Middle","715793.63","0.0537","0.3930","0.3845","-0.0095","-0.0022"
"GRT-USD","0.8375","6/3/2021 4:40:10 AM","1.0717","55.5333","Middle","20111539.74","1.0010","0.0013","Top","2372.56","0.9999","0.375","Middle","7027.41","0.0011","0.3376","0.0001","1.0079","15.7143","Middle","307719.1","1.0127","1.6027","Middle","519845.75","-0.0048","0.5919","0.0153","-0.0048","0.0128","1.0941","120.1429","Middle","9290533.62","0.9936","0.4","Middle","16054313.56","0.1005","0.5787","0.4620","0.0117","0.0063"
"GRT-USD","0.8584","6/3/2021 5:07:23 AM","1.1063","8.9828","Middle","21109778.58","1.0001","0.0001","Top","1334","0.9979","0","Bottom","19842.2","0.0022","0.0672","0.0001","1.0151","0.0148","Top","154597.36","1.0298","2.1630","Middle","1397603.09","-0.0147","0.1106","0.0073","-0.0147","0.0319","1.1176","7.4526","Middle","10709071.21","0.9936","0.2808","Middle","16054313.56","0.1240","0.6671","0.5073","0.0297","0.0043"
"ALGO-USD","1.0459","6/3/2021 6:04:04 AM","1.1324","2.6797","Middle","46245061","1.0016","0.0416","Middle","7613","1.0025","0.0028","Top","36181","-0.0009","0.2104","0.0002","0.9948","0.0769","Middle","139077","0.9822","0.1274","Middle","1134542","0.0126","0.1226","0.0030","0.0126","-0.0203","1.0260","0.8753","Middle","15576389","1.1390","1.9547","Middle","36298281","-0.1130","0.4291","0.3368","-0.0194","-0.1365"
"SKL-USD","0.4188","6/3/2021 6:04:06 AM","0.9703","0.2167","Middle","31350838.1","0.9988","0.0023","Middle","13535.9","0.9945","0","Bottom","10677.6","0.0043","1.2677","0.0004","0.9952","0.0045","Middle","76962","0.9694","0.0660","Middle","2923563","0.0258","0.0263","0.0025","0.0258","-0.0251","1.0021","0.3019","Middle","15117200.2","1.0067","0.3086","Middle","29213917.8","-0.0046","0.5175","0.4822","-0.0294","-0.0122"
"FIL-USD","75.0978","6/3/2021 6:04:07 AM","1.0690","1.5542","Middle","280135.927","1.0005","0.0101","Middle","675.842","0.9945","0.0014","Middle","1381.169","0.0060","0.4893","0.0024","0.9918","0.0101","Middle","3256.693","0.9804","0.3390","Middle","33814.434","0.0114","0.0963","0.0116","0.0114","-0.0141","1.0837","2.2608","Middle","181240.869","1.0131","0.2202","Middle","218247.689","0.0706","0.8304","0.6470","-0.0201","-0.0186"
"AAVE-USD","396.553","6/3/2021 6:04:09 AM","1.0244","1.6162","Middle","60630.655","1.0006","0.0414","Middle","79.107","0.9972","0.0090","Middle","119.059","0.0034","0.6644","0.0013","1.0004","0.0004","Top","4.908","0.9795","0.2366","Middle","2696.946","0.0209","0.0018","0.0001","0.0209","-0.0177","1.0342","1.6089","Middle","28608.647","1.0275","0.8761","Middle","74485.106","0.0067","0.3841","0.4719","-0.0211","-0.0303"
"MKR-USD","3598.3995","6/3/2021 6:04:11 AM","0.9996","0.5522","Middle","3500.789016","1.0014","0.0014","Top","0.058429","0.9969","0","Bottom","0.699619","0.0045","0.0835","0.0000","1.0026","0.0026","Top","0.031945","0.9780","0.1304","Middle","96.081897","0.0246","0.0003","0.0000","0.0246","-0.0189","1.0178","0.9215","Middle","1829.920317","0.9898","0.3382","Middle","3256.310564","0.0280","0.5620","0.5227","-0.0234","0.0071"
"ETH-USD","2783.8","6/3/2021 6:04:15 AM","1.0303","1.1373","Middle","270555.89355552","1.0001","0.0253","Middle","104.74106209","1.0006","0.0246","Middle","332.83820301","-0.0005","0.3147","0.0004","1.0010","0.0390","Middle","115.13717331","0.9764","0.0854","Middle","18020.35264719","0.0246","0.0064","0.0004","0.0246","-0.0242","1.0386","1.8819","Middle","118248.76263525","1.0274","0.8418","Middle","268753.93459884","0.0112","0.4400","0.4371","-0.0237","-0.0268"
"1INCH-USD","3.417","6/3/2021 6:04:19 AM","0.9942","0.4944","Middle","1979339.67","1","0","Bottom","224.77","1","0","Bottom","139.21","0","1.6146","0.0001","0.9925","0.0517","Middle","5549.2","0.9715","0.0608","Middle","105568.62","0.0210","0.0526","0.0028","0.0210","-0.0285","1.0133","0.5287","Middle","886353.57","1.0804","1.5045","Middle","1878480.48","-0.0671","0.4718","0.4478","-0.0285","-0.0804"
"ZRX-USD","1.15643","6/3/2021 6:04:21 AM","1.0513","0.9759","Middle","15049568.82529","1","0","Bottom","8.62628","0.9976","0","Bottom","2538.51385","0.0024","0.0034","0.0000","0.9902","0.0135","Middle","11152.71719","0.9917","0.1977","Middle","168864.27533","-0.0015","0.0660","0.0007","-0.0015","-0.0059","1.0069","0.8014","Middle","4321119.85666","1.1182","1.5183","Middle","24731721.99852","-0.1113","0.1747","0.2871","-0.0083","-0.1206"
"NMR-USD","50.5956","6/3/2021 6:04:23 AM","1.0139","0.6185","Middle","174872.187","0.9990","0.0586","Middle","150.266","1.0031","0.0033","Top","27.013","-0.0041","5.5627","0.0009","0.9964","0.0311","Middle","503.615","0.9622","0.0316","Middle","6515.975","0.0342","0.0773","0.0029","0.0342","-0.0409","1.0270","0.4931","Middle","137645.642","1.0015","0.1785","Middle","74857.602","0.0255","1.8388","0.7871","-0.0368","0.0016"
"CRV-USD","2.4494","6/3/2021 6:04:27 AM","1.0111","0.5472","Middle","13019095.86","1.0004","0.0004","Top","63.64","1.0011","0.0011","Top","956.32","-0.0007","0.0665","0.0000","0.9940","0.0043","Middle","15423.12","0.9701","0.0577","Middle","358696.03","0.0239","0.0430","0.0012","0.0239","-0.0310","1.0492","0.5271","Middle","6449038.15","1.1382","0.8385","Middle","16861765.05","-0.0890","0.3825","0.4954","-0.0303","-0.1371"
"OGN-USD","1.06","6/3/2021 6:04:41 AM","0.9981","0.5333","Middle","6028385.54","1.0009","0.0009","Top","337.39","0.9981","0","Bottom","777.07","0.0028","0.4342","0.0001","0.9953","0","Bottom","1234.19","0.9743","0.2105","Middle","204533.92","0.0210","0.0060","0.0002","0.0210","-0.0238","1.0154","0.4603","Middle","2904430.83","0.9867","0.2949","Middle","6261810.07","0.0287","0.4638","0.4818","-0.0266","0.0114"
"BAT-USD","0.817","6/3/2021 6:04:43 AM","1.0394","1.3636","Middle","6939969.55","1.0049","0.0061","Top","5797.09","0.9939","0","Bottom","2472.14","0.0110","2.3450","0.0008","0.9915","0.1562","Middle","15174.32","0.9775","0.1538","Middle","378885.29","0.0140","0.0400","0.0022","0.0140","-0.0164","1.0213","0.8","Middle","1899839.09","1.0683","1.2692","Middle","6430697.28","-0.0470","0.2954","0.2738","-0.0274","-0.0744"
"COMP-USD","435.17","6/3/2021 6:04:51 AM","0.9830","0.3891","Middle","14168.741","1.0004","0.0186","Middle","63.187","0.9936","0","Bottom","24.781","0.0068","2.5498","0.0045","0.9934","0.0053","Middle","187.32","0.9804","0.0848","Middle","825.319","0.0130","0.2270","0.0132","0.0130","-0.0132","1.0005","0.3629","Middle","6890.089","1.0164","0.8619","Middle","15888.868","-0.0159","0.4336","0.4863","-0.0200","-0.0228"
"KNC-USD","2.5335","6/3/2021 6:04:59 AM","1.0574","0.2559","Middle","20377952.9","0.9974","0","Bottom","2168.8","1.0052","0.0244","Middle","4423","-0.0078","0.4903","0.0001","1.0045","0.0279","Middle","21238.6","0.9607","0","Bottom","279438.9","0.0438","0.0760","0.0010","0.0438","-0.0445","0.9422","0.0264","Middle","5069185.4","1.1372","1.3841","Middle","25152068","-0.1950","0.2015","0.2488","-0.0367","-0.1320"
"ATOM-USD","15.992","6/3/2021 6:05:05 AM","1.0794","1.4471","Middle","1553221.3","1.0031","0.0635","Middle","537.1","1.0017","0.0319","Middle","78.1","0.0014","6.8771","0.0003","0.9956","0.0507","Middle","4461.2","0.9761","0.1724","Middle","44498.9","0.0195","0.1003","0.0029","0.0195","-0.0256","1.0729","1.3174","Middle","748443.4","1.0804","0.6169","Middle","1216211.7","-0.0075","0.6154","0.4819","-0.0270","-0.0787"
"YFI-USD","45637.98","6/3/2021 6:05:09 AM","1.0061","0.7207","Middle","366.844975","0.9971","0","Bottom","0.799194","1.0003","0.0074","Middle","0.109464","-0.0032","7.3010","0.0022","0.9800","0.1886","Middle","21.672129","0.9958","0.2026","Middle","12.004454","-0.0158","1.8053","0.0591","-0.0158","-0.0045","1.0079","0.6087","Middle","187.124674","1.0013","0.7075","Middle","377.877552","0.0066","0.4952","0.5101","-0.0013","-0.0010"
"STORJ-USD","1.1656","6/3/2021 6:05:13 AM","1.0388","0.5490","Middle","9383844.01","1.0014","0.0163","Middle","6467.55","0.9929","0","Bottom","2342.4","0.0085","2.7611","0.0007","0.9933","0","Bottom","5787.65","0.9841","0.1375","Middle","193429.6","0.0092","0.0299","0.0006","0.0092","-0.0088","0.9772","0.2294","Middle","3204482.91","1.1262","2.0240","Middle","14615579.01","-0.1490","0.2193","0.3415","-0.0173","-0.1333"
"MANA-USD","0.866","6/3/2021 6:05:17 AM","1.0249","0.7436","Middle","7015171.5","0.9988","0","Bottom","2736.49","1","0","Bottom","4087.46","-0.0012","0.6695","0.0004","0.9920","0","Bottom","12602.35","0.9679","0.1613","Middle","362213.37","0.0241","0.0348","0.0018","0.0241","-0.0321","1.0117","0.6667","Middle","3122468.65","1.0337","1.0426","Middle","6841925.16","-0.0220","0.4564","0.4451","-0.0309","-0.0337"
"TRB-USD","70.428","6/3/2021 6:05:20 AM","1.1143","1.5310","Middle","137079.245","1.0021","0.0021","Top","15.083","0.9965","0","Bottom","15.218","0.0056","0.9911","0.0001","1.0025","0.0025","Top","4.477","0.9762","0.1208","Middle","7669.614","0.0263","0.0006","0.0000","0.0263","-0.0203","1.0926","1.4940","Middle","65882.988","1.0830","0.5542","Middle","102439.405","0.0096","0.6431","0.4806","-0.0259","-0.0865"
"OMG-USD","6.6957","6/3/2021 6:05:26 AM","1.0300","0.8546","Middle","1158427.5","0.9997","0","Bottom","2940.3","0.9957","0","Bottom","647","0.0040","4.5445","0.0025","0.9825","0","Bottom","12411.7","0.9730","0.0635","Middle","78954.2","0.0095","0.1572","0.0107","0.0095","-0.0227","1.0498","1.3510","Middle","631492.3","1.0201","0.5129","Middle","1107926.3","0.0297","0.5700","0.5451","-0.0267","-0.0244"
"ADA-USD","1.8328","6/3/2021 6:05:34 AM","1.0373","2.1673","Middle","86551925.85","1.0003","0.0323","Middle","30082.16","0.9975","0.0351","Middle","70998.82","0.0028","0.4237","0.0003","0.9928","0.0526","Middle","421095.72","0.9882","0.3951","Middle","5269256.48","0.0046","0.0799","0.0049","0.0046","-0.0093","1.0435","2.0221","Middle","40149986.94","1.0111","0.2656","Middle","99433219.87","0.0324","0.4038","0.4639","-0.0121","-0.0136"
"UNI-USD","28.1037","6/3/2021 6:05:38 AM","1.0204","0.9384","Middle","806215.217818","1.0015","0.0330","Middle","1547.340051","0.9970","0.0152","Middle","535.516433","0.0045","2.8894","0.0019","0.9939","0.0513","Middle","5480.900362","0.9661","0.0141","Middle","43658.385874","0.0278","0.1255","0.0068","0.0278","-0.0309","1.0176","0.9243","Middle","446486.330953","1.0070","0.7145","Middle","781304.286441","0.0106","0.5715","0.5538","-0.0354","-0.0100"
"CTSI-USD","0.725","6/3/2021 6:05:42 AM","1.0032","0.6183","Middle","13544239.7","1.0060","0.0064","Top","6452.5","1.0022","0.0408","Middle","20681.3","0.0038","0.3120","0.0005","0.9927","0.0268","Middle","35356.4","0.9699","0.0408","Middle","329520.4","0.0228","0.1073","0.0026","0.0228","-0.0323","1.0188","0.6183","Middle","3693736.3","1.0418","0.9352","Middle","13421776.2","-0.0230","0.2752","0.2727","-0.0361","-0.0396"
"LTC-USD","190.64","6/3/2021 6:05:46 AM","1.0336","1.2248","Middle","287944.88530567","0.9942","0.0110","Middle","296.70221936","0.9996","0","Bottom","260.21079933","-0.0054","1.1402","0.0010","0.9952","0.0840","Middle","1527.9721744","0.9817","0.0921","Middle","13010.59520197","0.0135","0.1174","0.0053","0.0135","-0.0179","1.0277","1.9565","Middle","148672.57247303","1.0233","0.8558","Middle","281546.76040403","0.0044","0.5281","0.5163","-0.0125","-0.0237"
