"Coin","CurrentPrice","Time","DailyGain","DailyRating","DailyPosition","DailyVolume","60.0.Gain","60.0.Rating","60.0.Position","60.0.Volume","60.1.Gain","60.1.Rating","60.1.Position","60.1.Volume","60.Trajectory","60.VolumeIncrease","60.VolumePercent","3600.0.Gain","3600.0.Rating","3600.0.Position","3600.0.Volume","3600.1.Gain","3600.1.Rating","3600.1.Position","3600.1.Volume","3600.Trajectory","3600.VolumeIncrease","3600.VolumePercent","0.HourTrajectory","1.HourTrajectory","86400.0.Gain","86400.0.Rating","86400.0.Position","86400.0.Volume","86400.1.Gain","86400.1.Rating","86400.1.Position","86400.1.Volume","86400.Trajectory","86400.VolumeIncrease","86400.VolumePercent","0.DayTrajectory","1.DayTrajectory"
"NU-USD","0.3152","6/2/2021 4:43:37 PM","1.0475","0.6771","Middle","16497739.208444","1","0","Bottom","1607","0.9987","0.0069","Middle","137638.546725","0.0013","0.0117","0.0001","0.9816","0","Bottom","498007.983683","0.9798","0.0170","Middle","535216.89154","0.0018","0.9305","0.0302","0.0018","-0.0189","1.0328","0.6485","Middle","16519959.288529","0.9984","0.2723","Middle","13218656.135843","0.0344","1.2497","1.0013","-0.0202","0.0003"
"OGN-USD","1.037","6/2/2021 4:43:41 PM","0.9886","0.2169","Middle","6393344.84","1.0029","0.0029","Top","1768.38","0.9990","0.0238","Middle","2384.27","0.0039","0.7417","0.0003","0.9848","0.0976","Middle","307903.54","0.9906","0","Bottom","156172.12","-0.0058","1.9716","0.0482","-0.0058","-0.0084","0.9830","0.2317","Middle","6053693.04","0.9715","0.1692","Middle","12744642.67","0.0115","0.4750","0.9469","-0.0123","0.0275"
"NKN-USD","0.3729","6/2/2021 4:44:06 PM","1.0245","0.3639","Middle","15935399","0.9879","0","Bottom","60058.9","0.9992","0","Bottom","519.8","-0.0113","115.5423","0.0038","0.9828","0.0551","Middle","290018.3","0.9935","0.0199","Middle","248275.9","-0.0107","1.1681","0.0182","-0.0107","-0.0057","0.9952","0.3770","Middle","15383848.5","1.0105","0.5623","Middle","34547207.1","-0.0153","0.4453","0.9654","0.0056","-0.0113"
"STORJ-USD","1.1664","6/2/2021 4:44:08 PM","1.1202","1.5012","Middle","11420968.67","0.9990","0","Bottom","24982.47","0.9989","0","Bottom","3534.32","0.0001","7.0685","0.0022","1.0184","0.2643","Middle","653954.43","1.0128","0.1404","Middle","96219.85","0.0056","6.7965","0.0573","0.0056","0.0139","1.1001","1.3648","Middle","11356590.82","0.9701","0.1688","Middle","2712099.8","0.1300","4.1874","0.9944","0.0138","0.0288"
"REN-USD","0.5842","6/2/2021 4:44:11 PM","0.9593","0.0352","Middle","23488020.48651","0.9997","0.0365","Middle","14039.474058","0.9991","0","Bottom","10490.154726","0.0006","1.3383","0.0006","0.9872","0.0614","Middle","466097.420512","1.0013","0.0181","Middle","518086.169398","-0.0141","0.8997","0.0198","-0.0141","0.0022","0.9342","0.0729","Middle","21419645.913592","1.1080","8.4706","Middle","58940411.860827","-0.1738","0.3634","0.9119","0.0016","-0.1089"
"ANKR-USD","0.1064","6/2/2021 4:44:18 PM","1.0081","0.6957","Middle","91760443","0.9998","0","Bottom","11598","1.0008","0.0359","Middle","29915","-0.0010","0.3877","0.0001","0.9881","0.0961","Middle","2878048","1.0113","0.6520","Middle","4537545","-0.0232","0.6343","0.0314","-0.0232","0.0105","0.9946","0.7568","Middle","87055005","1.0069","1.1489","Middle","122643555","-0.0123","0.7098","0.9487","0.0115","-0.0061"
"ZRX-USD","1.125824","6/2/2021 4:44:26 PM","1.1148","1.0671","Middle","24178940.61831","0.9998","0","Bottom","3621.71674","1.0000","0.0000","Top","22.10444","-0.0002","163.8457","0.0001","0.9852","0.0318","Middle","229387.33292","1.0002","0.0718","Middle","322366.87795","-0.0150","0.7116","0.0095","-0.0150","0.0002","1.0952","0.9733","Middle","24042073.71839","1.0068","0.2130","Middle","5537952.67536","0.0884","4.3413","0.9943","0.0004","-0.0068"
"ALGO-USD","1.0126","6/2/2021 4:44:32 PM","1.1410","2.1184","Middle","34962294","1.0021","0.0021","Top","7434","1.0019","0.0374","Middle","27915","0.0002","0.2663","0.0002","0.9836","0.0806","Middle","1051720","0.9873","0.0337","Middle","2241326","-0.0037","0.4692","0.0301","-0.0037","-0.0146","1.1328","2.1910","Middle","34440197","0.9567","0.1200","Middle","18220831","0.1761","1.8902","0.9851","-0.0148","0.0452"
"ZRX-USD","1.145957","6/2/2021 5:11:47 PM","1.1153","1.4320","Middle","24310554.75826","0.9999","0.0148","Middle","2175.42625","0.9974","0.0081","Middle","3133.89285","0.0025","0.6942","0.0001","1.0054","0.1813","Middle","195324.98491","1.0008","0.2403","Middle","303752.17036","0.0046","0.6430","0.0080","0.0046","0.0034","1.1156","1.4412","Middle","24247564.63843","1.0068","0.2130","Middle","5537952.67536","0.1088","4.3784","0.9974","0.0009","-0.0094"
"ZEC-USD","162.53","6/2/2021 5:11:51 PM","1.0538","1.7332","Middle","33435.50954944","1","0","Bottom","4.72181508","1.0001","0.0001","Top","1.16927","-0.0001","4.0383","0.0001","0.9978","0.0114","Middle","38.09945508","0.9901","0.2082","Middle","468.21298909","0.0077","0.0814","0.0011","0.0077","-0.0100","1.0538","1.7332","Middle","33437.59552452","0.9531","0.3604","Middle","32657.62315161","0.1007","1.0239","1.0001","-0.0099","0.0470"
"CRV-USD","2.3183","6/2/2021 5:12:37 PM","1.1312","1.6775","Middle","16652488.5","1.0021","0.0034","Top","2751.85","1.0003","0.012","Middle","768.54","0.0018","3.5806","0.0002","1.0004","0.0087","Top","111790.71","0.9854","0.2144","Middle","373488.96","0.0150","0.2993","0.0067","0.0150","-0.0149","1.1342","1.7632","Middle","16655240.35","1.0469","0.5596","Middle","5990889.28","0.0873","2.7801","1.0002","-0.0167","-0.0466"
"REN-USD","0.5911","6/2/2021 5:12:47 PM","0.9421","0.1868","Middle","21603789.423681","1.0003","0.0112","Top","331925.989565","1.0024","0.0297","Middle","2524.692046","-0.0021","131.4719","0.0154","1.0032","0.1416","Middle","448657.539252","0.9933","0.1402","Middle","533509.380914","0.0099","0.8410","0.0208","0.0099","-0.0091","0.9429","0.1996","Middle","21935715.413246","1.1080","8.4706","Middle","58940411.860827","-0.1651","0.3722","1.0154","-0.0070","-0.1056"
"KNC-USD","2.5614","6/2/2021 5:12:57 PM","1.0835","0.7897","Middle","24074200.9","1.0033","0.0401","Middle","23506.2","0.9999","0.0027","Middle","8728.7","0.0034","2.6930","0.0010","0.9939","0.0506","Middle","115920.3","0.9648","0.1090","Middle","871105.6","0.0291","0.1331","0.0048","0.0291","-0.0351","1.0893","0.8399","Middle","24097707.1","1.3956","1.1399","Middle","7650515.4","-0.3063","3.1498","1.0010","-0.0385","-0.3957"
"NMR-USD","49.1007","6/2/2021 6:10:17 PM","0.9965","0.4689","Middle","69443.937","0.9996","0","Bottom","9.967","0.9986","0.0204","Middle","39.197","0.0010","0.2543","0.0001","0.9978","0.0071","Middle","177.9","1.0105","0.3951","Middle","1719.763","-0.0127","0.1034","0.0026","-0.0127","0.0119","1.0013","0.1061","Middle","105.749","1.0015","0.5722","Middle","74857.602","-0.0002","0.0014","0.0015","0.0109","-0.0029"
"MKR-USD","3552.2839","6/2/2021 6:37:38 PM","0.9968","0.2476","Middle","3152.971341","1.0020","0.0020","Top","0.692418","1.0004","0.0010","Top","0.265958","0.0016","2.6035","0.0002","1.0025","0.2619","Middle","94.40606","0.9995","0.0558","Middle","177.563864","0.0030","0.5317","0.0299","0.0030","-0.0009","0.9999","0.1918","Middle","92.471501","0.9898","0.3382","Middle","3256.310564","0.0101","0.0284","0.0293","-0.0025","0.0106"
"BAND-USD","8.5348","6/2/2021 6:37:44 PM","1.0328","0.7061","Middle","690063.86","1","0","Bottom","0.7","0.9993","0","Bottom","7.35","0.0007","0.0952","0.0000","0.9969","0.1491","Middle","13840.99","1.0046","0.1229","Middle","33920.94","-0.0077","0.4080","0.0201","-0.0077","0.0053","0.9988","0.1849","Middle","14070.37","1.0017","0.8024","Middle","715793.63","-0.0029","0.0197","0.0204","0.0046","-0.0024"
"UMA-USD","14.074","6/2/2021 6:37:50 PM","1.0443","1.2425","Middle","204817.045","0.9996","0","Bottom","7.57","0.9995","0.0013","Middle","170.538","0.0001","0.0444","0.0000","1.0017","0.0569","Middle","5667.61","1.0036","0.0679","Middle","3716.606","-0.0019","1.5249","0.0277","-0.0019","0.0041","1.0012","0.0470","Middle","5670.78","1.0236","1.1191","Middle","208602.371","-0.0224","0.0272","0.0277","0.0040","-0.0241"
"KNC-USD","2.5897","6/2/2021 6:38:04 PM","1.0270","0.8949","Middle","22475058.9","0.9997","0.0021","Middle","7741.8","1.0018","0.0098","Middle","579.9","-0.0021","13.3502","0.0003","0.9627","0.0153","Middle","434621.5","1.0376","0.4194","Middle","1170281.2","-0.0749","0.3714","0.0193","-0.0749","0.0358","0.9627","0.0153","Middle","434621.5","1.1372","1.3841","Middle","25152068","-0.1745","0.0173","0.0193","0.0379","-0.1354"
"CGLD-USD","3.4672","6/2/2021 6:38:26 PM","1.0314","0.7376","Middle","1546141","1.0020","0.0020","Top","9.13","0.9997","0","Bottom","104.13","0.0023","0.0877","0.0000","0.9991","0.0737","Middle","36654.2","0.9985","0.0819","Middle","37966.49","0.0006","0.9654","0.0237","0.0006","-0.0012","0.9986","0.0674","Middle","37858.08","1.0230","0.8460","Middle","1562128.81","-0.0244","0.0242","0.0245","-0.0035","-0.0233"
"OMG-USD","6.4556","6/2/2021 6:39:34 PM","1.0394","0.9575","Middle","1070306.2","1","0","Bottom","12","0.9950","0","Bottom","4876","0.0050","0.0025","0.0000","1.0007","0.2304","Middle","40129.7","1.0019","0.1302","Middle","38523.4","-0.0012","1.0417","0.0375","-0.0012","0.0069","0.9974","0.1574","Middle","46773.4","1.0201","0.9564","Middle","1107926.3","-0.0227","0.0422","0.0437","0.0019","-0.0251"
"LINK-USD","30.40367","6/2/2021 6:39:45 PM","1.0092","0.4450","Middle","2027459.75","1.0007","0.0007","Top","103.67","0.9993","0.0192","Middle","483.45","0.0014","0.2144","0.0001","0.9928","0.1097","Middle","54106.14","1.0003","0.1211","Middle","61668.53","-0.0075","0.8774","0.0267","-0.0075","0.0010","0.9911","0.0770","Middle","62294.95","0.9978","0.6849","Middle","2106302.29","-0.0067","0.0296","0.0307","-0.0004","0.0015"
"NMR-USD","52.6078","6/2/2021 6:39:58 PM","1.0677","7.8082","Middle","96265.918","1.0063","1.5979","Middle","589.037","1.0004","0.3464","Middle","430.915","0.0059","1.3669","0.0061","1.0516","2.0809","Middle","22201.569","1.0105","0.1498","Middle","1719.763","0.0411","12.9097","0.2306","0.0411","0.0101","1.0516","2.0809","Middle","22201.569","1.0015","0.2168","Middle","74857.602","0.0501","0.2966","0.2306","0.0042","-0.0011"
"NKN-USD","0.3765","6/2/2021 7:07:58 PM","1.0099","0.3857","Middle","15978647.4","1.0034","0.0506","Middle","24843.9","1.0019","0.0021","Top","7913","0.0015","3.1396","0.0016","1.0040","0.0547","Middle","6559.7","0.9955","0.1182","Middle","986883.4","0.0085","0.0066","0.0004","0.0085","-0.0064","1","0.1864","Middle","992162.1","1.0027","0.5123","Middle","16644292.8","-0.0027","0.0596","0.0621","-0.0079","-0.0008"
"NU-USD","0.3186","6/2/2021 7:35:57 PM","1.0670","0.8425","Middle","16866011.067566","1.0003","0.0003","Top","420.9571","0.9978","0","Bottom","25672.178222","0.0025","0.0164","0.0000","1.0019","0.1004","Middle","248842.029779","0.9928","0.0871","Middle","274954.964001","0.0091","0.9050","0.0148","0.0091","-0.0050","0.9944","0.1081","Middle","533124.04492","1.0515","1.0466","Middle","17654847.200666","-0.0571","0.0302","0.0316","-0.0075","-0.0537"
"KNC-USD","2.6296","6/2/2021 7:36:07 PM","1.1033","1.0661","Middle","21470346.2","1.0024","0.0038","Top","233.2","1.0024","0.0146","Middle","212.4","0.0000","1.0979","0.0000","0.9925","0.0679","Middle","158335.2","0.9874","0.1914","Middle","628798.4","0.0051","0.2518","0.0074","0.0051","-0.0150","0.9819","0.1508","Middle","787133.6","1.1372","1.3841","Middle","25152068","-0.1553","0.0313","0.0367","-0.0150","-0.1348"
"NKN-USD","0.3765","6/2/2021 8:04:03 PM","1.0264","0.3464","Middle","15922235.2","0.9971","0","Bottom","4044.1","0.9968","0","Bottom","12819.4","0.0003","0.3155","0.0003","0.9995","0","Bottom","10672.3","1.0037","0.0509","Middle","644165.7","-0.0042","0.0166","0.0007","-0.0042","0.0069","1.0042","0.2586","Middle","1689649.4","1.0027","0.5123","Middle","16644292.8","0.0015","0.1015","0.1061","0.0066","-0.0059"
"FORTH-USD","21.763","6/2/2021 8:04:14 PM","1.0008","0.2684","Middle","117231.444","0.9996","0","Bottom","0.229","0.9989","0.0093","Middle","67.047","0.0007","0.0034","0.0000","0.9971","0","Bottom","55.822","0.9960","0.0674","Middle","4214.792","0.0011","0.0132","0.0005","0.0011","-0.0029","0.9941","0.1568","Middle","9458.761","0.9979","0.5472","Middle","128210.64","-0.0038","0.0738","0.0807","-0.0036","0.0010"
"ALGO-USD","1.0234","6/2/2021 8:04:46 PM","1.1453","2.3557","Middle","37903449","0.9997","0.0231","Middle","3894","1.0028","0.0518","Middle","19265","-0.0031","0.2021","0.0001","0.9963","0.0085","Middle","47689","1.0040","0.1920","Middle","2015425","-0.0077","0.0237","0.0013","-0.0077","0.0012","0.9995","0.2559","Middle","3859550","1.1390","2.4890","Middle","36298281","-0.1395","0.1063","0.1018","0.0043","-0.1362"
"OGN-USD","1.037","6/2/2021 8:05:36 PM","0.9886","0.1084","Middle","5248762.24","1","0","Bottom","200","0.9981","0","Bottom","313.14","0.0019","0.6387","0.0000","1","0","Bottom","36268.35","0.9961","0.0233","Middle","166838.69","0.0039","0.2174","0.0069","0.0039","-0.0020","0.9942","0.0824","Middle","661200.2","0.9867","0.2949","Middle","6261810.07","0.0075","0.1056","0.1260","-0.0039","0.0114"
"UNI-USD","27.0379","6/2/2021 8:32:41 PM","1.0102","0.2333","Middle","729179.234479","0.9982","0.0102","Middle","723.053738","1.0024","0.0028","Top","1371.07201","-0.0042","0.5274","0.0010","0.9992","0.0546","Middle","13349.61243","0.9858","0.0183","Middle","44846.463814","0.0134","0.2977","0.0183","0.0134","-0.0166","0.9769","0.0378","Middle","88609.980102","1.0070","1.0746","Middle","781304.286441","-0.0301","0.1134","0.1215","-0.0124","-0.0046"
"MATIC-USD","1.7682","6/2/2021 8:32:49 PM","0.9957","0.0591","Middle","75925727.4","0.9981","0.0183","Middle","27601.6","0.9992","0.0591","Middle","111407","-0.0011","0.2478","0.0004","0.9961","0.0441","Middle","1461340.7","0.9908","0.0415","Middle","2075589.6","0.0053","0.7041","0.0192","0.0053","-0.0084","0.9808","0.0287","Middle","6466555.7","0.9859","0.5556","Middle","87008594.1","-0.0051","0.0743","0.0852","-0.0073","0.0133"
"BAT-USD","0.794","6/2/2021 8:32:58 PM","1.0601","0.8868","Middle","6615340.46","0.9962","0","Bottom","211.22","1","0","Bottom","215.58","-0.0038","0.9798","0.0000","1.0101","0.2245","Middle","54822.34","0.99","0.0364","Middle","163040.84","0.0201","0.3362","0.0083","0.0201","-0.01","0.9925","0.0909","Middle","417867.53","1.0683","1.3469","Middle","6430697.28","-0.0758","0.0650","0.0632","-0.0062","-0.0683"
"NU-USD","0.3436","6/2/2021 8:33:00 PM","1.1355","1.9174","Middle","25289909.098803","1.0009","0.0012","Top","16602.573919","1.0012","0.0303","Middle","58588.758202","-0.0003","0.2834","0.0007","1.0259","0.5702","Middle","6462584.538375","1.0564","0.6142","Middle","2246237.941187","-0.0305","2.8771","0.2555","-0.0305","0.0552","1.0785","1.3026","Middle","8983777.443563","1.0515","0.5211","Middle","17654847.200666","0.0270","0.5089","0.3552","0.0555","-0.0503"
"SUSHI-USD","12.347","6/2/2021 8:33:02 PM","1.0264","0.8853","Middle","873464.28","1.0019","0.0485","Middle","109.79","0.9965","0","Bottom","1842.06","0.0054","0.0596","0.0001","1.0044","0.1419","Middle","14404.93","0.9819","0","Bottom","15759.24","0.0225","0.9141","0.0165","0.0225","-0.0146","0.9848","0.1419","Middle","54659.94","1.0384","2.0552","Middle","964945.04","-0.0536","0.0566","0.0626","-0.0200","-0.0419"
"CGLD-USD","3.4503","6/2/2021 8:33:06 PM","1.0282","0.6396","Middle","1537041.37","0.9992","0","Bottom","28.04","0.9997","0.0123","Middle","1621.41","-0.0005","0.0173","0.0000","0.9929","0.0083","Middle","20478.08","0.9970","0.0749","Middle","25888.47","-0.0041","0.7910","0.0133","-0.0041","-0.0027","0.9907","0.0063","Middle","94219.28","1.0230","0.8460","Middle","1562128.81","-0.0323","0.0603","0.0613","-0.0022","-0.0233"
"REN-USD","0.5745","6/2/2021 8:33:13 PM","0.9460","0.0046","Middle","18981598.718588","0.9962","0","Bottom","18497.003608","1.0033","0.0741","Middle","32248.539256","-0.0071","0.5736","0.0010","0.9984","0.0581","Middle","378905.749196","0.9842","0","Bottom","529335.58195","0.0142","0.7158","0.0200","0.0142","-0.0191","0.9625","0.0046","Middle","1707517.336398","0.9519","0.7163","Middle","22452557.192575","0.0106","0.0761","0.0900","-0.0120","0.0514"
"ATOM-USD","14.743","6/2/2021 8:33:15 PM","1.0545","1.3752","Middle","1180394.2","0.9993","0","Bottom","0.9","0.9977","0.0198","Middle","220.7","0.0016","0.0041","0.0000","0.9976","0.0429","Middle","16473.1","0.9990","0.0418","Middle","27154.1","-0.0014","0.6067","0.0140","-0.0014","0.0013","0.9899","0.1033","Middle","72032.8","1.0804","2.5915","Middle","1216211.7","-0.0905","0.0592","0.0610","-0.0003","-0.0827"
"DASH-USD","198.595","6/2/2021 8:33:17 PM","1.0304","0.5957","Middle","25380.16697314","0.9997","0","Bottom","25.339","1.0000","0.0000","Top","0.067","-0.0003","378.1940","0.0010","1.0007","0.0243","Middle","480.43671515","0.9863","0","Bottom","756.02960311","0.0144","0.6355","0.0189","0.0144","-0.0137","0.9825","0.0243","Middle","3132.11131869","1.0529","2.1921","Middle","23781.94278296","-0.0704","0.1317","0.1234","-0.0134","-0.0529"
"ZRX-USD","1.096931","6/2/2021 8:33:37 PM","0.9486","0.1366","Middle","16575477.35526","1","0","Bottom","86.63978","1.0005","0.0069","Middle","1254.86426","-0.0005","0.0690","0.0000","0.9925","0.0293","Middle","426194.3764","0.9781","0.0103","Middle","276033.56601","0.0144","1.5440","0.0257","0.0144","-0.0224","0.9555","0.0293","Middle","1026130.62387","1.1182","1.5183","Middle","24731721.99852","-0.1627","0.0415","0.0619","-0.0219","-0.1177"
"COMP-USD","427.43","6/2/2021 8:33:39 PM","1.0218","0.2893","Middle","15659.289","1.0014","0.0015","Top","2.758","0.9994","0","Bottom","11.668","0.0020","0.2364","0.0002","1.0032","0.0686","Middle","175.109","0.9838","0","Bottom","488.267","0.0194","0.3586","0.0112","0.0194","-0.0156","0.9847","0.0686","Middle","1127.526","1.0164","0.8619","Middle","15888.868","-0.0317","0.0710","0.0720","-0.0176","-0.0170"
"ANKR-USD","0.10624","6/2/2021 8:33:44 PM","0.9962","0.3435","Middle","86425607","1.0008","0.0017","Top","20799","0.9996","0","Bottom","4939","0.0012","4.2112","0.0002","0.9993","0.0938","Middle","2919941","0.9937","0.0528","Middle","2666391","0.0056","1.0951","0.0338","0.0056","-0.0059","0.9880","0.0907","Middle","8887310","1.0047","1.6","Middle","92166417","-0.0167","0.0964","0.1028","-0.0071","-0.0051"
"SKL-USD","0.4101","6/2/2021 8:33:46 PM","0.9973","0.0170","Middle","28816673.8","1.0002","0.0038","Middle","56096.2","1","0.0057","Middle","8799.2","0.0002","6.3751","0.0019","0.9954","0.0189","Middle","894661.6","0.9798","0","Bottom","1874520.1","0.0156","0.4773","0.0310","0.0156","-0.0202","0.9748","0.0189","Middle","3840027.5","1.0067","0.3086","Middle","29213917.8","-0.0319","0.1314","0.1333","-0.0204","-0.0067"
"OMG-USD","6.4","6/2/2021 8:33:55 PM","0.9879","0.1008","Middle","898196.4","1.0026","0.0026","Top","812.1","1","0","Bottom","0.2","0.0026","4060.5","0.0009","1.0038","0.0931","Middle","8684.5","0.9867","0.0076","Middle","51301.5","0.0171","0.1693","0.0097","0.0171","-0.0133","0.9923","0.1215","Middle","114370.5","1.0201","0.9564","Middle","1107926.3","-0.0278","0.1032","0.1273","-0.0159","-0.0201"
"CRV-USD","2.3096","6/2/2021 8:34:09 PM","1.0718","0.9483","Middle","14949548.59","0.9996","0.0089","Middle","268.86","0.9994","0.0168","Middle","1625.8","0.0002","0.1654","0.0000","1.0031","0.1017","Middle","100654","0.9961","0.0977","Middle","377299.98","0.0070","0.2668","0.0067","0.0070","-0.0033","0.9913","0.1154","Middle","753473.4","1.1382","1.8852","Middle","16861765.05","-0.1469","0.0447","0.0504","-0.0035","-0.1388"
"BAND-USD","8.5886","6/2/2021 8:34:23 PM","1.0304","0.5021","Middle","692477.21","1","0","Bottom","11.66","1.0077","0.0077","Top","1419.26","-0.0077","0.0082","0.0000","1.0104","0.2797","Middle","26878.09","0.9928","0","Bottom","30548.79","0.0176","0.8798","0.0388","0.0176","-0.0149","1.0026","0.2797","Middle","74207.16","1.0017","0.8024","Middle","715793.63","0.0009","0.1037","0.1072","-0.0072","0.0060"
"LRC-USD","0.3796","6/2/2021 8:34:25 PM","0.9955","0.2829","Middle","18364075.662197","1.0026","0.0541","Middle","19309.769579","1.0045","0.1026","Middle","2523.70528","-0.0019","7.6514","0.0011","1.0170","0.3864","Middle","588164.938044","0.9890","0","Bottom","442231.578982","0.0280","1.3300","0.0320","0.0280","-0.0155","1.0003","0.2642","Middle","1506253.129372","1.0160","1.0909","Middle","22178064.520571","-0.0157","0.0679","0.0820","-0.0136","-0.0115"
"SNX-USD","12.6652","6/2/2021 8:34:31 PM","1.0200","0.3185","Middle","397070.495","1.0010","0.0010","Top","82.128","1.0038","0.0047","Top","770.186","-0.0028","0.1066","0.0002","1.0041","0.1423","Middle","8370.581","0.9872","0","Bottom","21906.957","0.0169","0.3821","0.0211","0.0169","-0.0166","0.9928","0.1423","Middle","61463.647","1.0085","1.0595","Middle","393319.216","-0.0157","0.1563","0.1548","-0.0138","-0.0047"
